"Time","artiq.mean"
1748444610000,
1748444620000,4.098002918111894
1748444630000,4.097909901266859
1748444640000,
1748444650000,4.098005992383152
1748444660000,4.0979706959104565
1748444670000,4.097994767147924
1748444680000,4.0979294111686
1748444690000,4.0978587712296815
1748444700000,4.097899075516484
1748444710000,4.097989217969057
1748444720000,4.098064243137055
1748444730000,4.09800995041602
1748444740000,4.098079032803721
1748444750000,4.098031861923531
1748444760000,4.098043436426678
1748444770000,4.098180715271343
1748444780000,4.098239665749845
1748444790000,4.098202577286551
1748444800000,4.09823737838709
1748444810000,4.0982447155478265
1748444820000,4.098171946534627
1748444830000,4.098217689382962
1748444840000,4.0983115002794595
1748444850000,4.098340988569909
1748444860000,4.098306062781508
1748444870000,4.098254174420988
1748444880000,4.098311458559567
1748444890000,4.098313088150966
1748444900000,4.098403562681843
1748444910000,4.0983155006550245
1748444920000,4.098282652486277
1748444930000,4.098276908137614
1748444940000,4.098228624008507
1748444950000,4.098336901665486
1748444960000,4.098311755961042
1748444970000,4.098311791794625
1748444980000,4.098385829924186
1748444990000,4.098342582190798
1748445000000,4.098449307404925
1748445010000,4.098521381929879
1748445020000,4.098497407900673
1748445030000,4.098444356310059
1748445040000,4.098511878379671
1748445050000,4.098521918635267
1748445060000,4.09856609078864
1748445070000,4.09861725857804
1748445080000,4.098633355127013
1748445090000,4.098677576656431
1748445100000,4.098732783037686
1748445110000,4.0986877087923075
1748445120000,4.098743628665085
1748445130000,4.098701334648204
1748445140000,4.098706906265986
1748445150000,4.098729706235912
1748445160000,4.098718557145273
1748445170000,4.098753375600619
1748445180000,4.098733885112449
1748445190000,4.098742863406058
1748445200000,4.098827579455841
1748445210000,4.098763547389935
1748445220000,4.098819859838123
1748445230000,4.098828358601197
1748445240000,4.0988573250874385
1748445250000,4.098780946350843
1748445260000,4.098857806564414
1748445270000,4.098782181273287
1748445280000,4.098866567789649
1748445290000,4.098850635684187
1748445300000,4.098830710526341
1748445310000,4.098901923426553
1748445320000,4.098896203374222
1748445330000,4.098963599698685
1748445340000,4.098943284353546
1748445350000,4.099068419501211
1748445360000,4.099012190829458
1748445370000,4.0988734308844785
1748445380000,4.098899614560761
1748445390000,4.098955598361166
1748445400000,4.099023219220968
1748445410000,4.098991419387366
1748445420000,4.098888534471029
1748445430000,4.098917038743403
1748445440000,4.098822193286638
1748445450000,4.098775193963392
1748445460000,4.0987897910959
1748445470000,4.098735348295592
1748445480000,4.0987507793062194
1748445490000,4.0987884936964285
1748445500000,4.098773257721947
1748445510000,4.098831163203558
1748445520000,4.098892891429357
1748445530000,4.098961716291451
1748445540000,4.099064306820215
1748445550000,4.099000422118593
1748445560000,4.0990556591867255
1748445570000,4.099020919547638
1748445580000,4.0990748190361135
1748445590000,4.099087707532679
1748445600000,4.0991264904930045
1748445610000,4.099123732977922
1748445620000,4.099135489726008
1748445630000,4.0991221262879804
1748445640000,4.099087205418954
