"Time","artiq.mean"
1746912090000,4.127414954654972
1746912120000,4.12845080805643
1746912150000,4.127885834439293
1746912180000,4.127224167613289
1746912210000,4.126632236858218
1746912240000,4.127160426935394
1746912270000,4.127291804368521
1746912300000,4.128201513204435
1746912330000,4.127983113690817
1746912360000,4.127287509278119
1746912390000,4.127527817851132
1746912420000,4.127480128584549
1746912450000,4.126958667293014
1746912480000,4.126296264176422
1746912510000,4.1273628103808
1746912540000,4.128283326916061
1746912570000,4.127110268746058
1746912600000,4.126840177922303
1746912630000,4.126863713017125
1746912660000,4.126553939664617
1746912690000,4.127077081504527
1746912720000,4.127473212354104
1746912750000,4.126742035799244
1746912780000,4.127575815995919
1746912810000,4.127563822381981
1746912840000,4.128038425738052
1746912870000,4.12841722982357
1746912900000,4.128671725111327
1746912930000,4.12797722644938
1746912960000,4.127917181570284
1746912990000,4.12876838575349
1746913020000,4.129622496024857
1746913050000,4.129049902411598
1746913080000,4.127908669545588
1746913110000,4.127460708929423
1746913140000,4.127345416946602
1746913170000,4.1269298054281265
1746913200000,4.127231586212106
1746913230000,4.127282127157602
1746913260000,4.128488310640911
1746913290000,4.1275004854494295
1746913320000,4.127572989572846
1746913350000,4.128249372107392
1746913380000,4.128475053210691
1746913410000,4.128093727378223
1746913440000,4.128119281694937
1746913470000,4.128423309948004
1746913500000,4.127171874349341
1746913530000,4.1273324129935
1746913560000,4.127096111059195
1746913590000,4.126494837238223
1746913620000,4.126214206327376
1746913650000,4.127173491700016
1746913680000,4.126423108249646
1746913710000,4.125946492065758
1746913740000,4.1256151647774795
1746913770000,4.126215711913313
1746913800000,4.12632378436114
1746913830000,4.1268680158238205
1746913860000,4.127905706409455
1746913890000,4.128259556018712
1746913920000,4.12769411099299
1746913950000,4.127180426893317
1746913980000,4.12743967489487
1746914010000,4.1277001340610004
1746914040000,4.126984403922369
1746914070000,4.126620272213358
1746914100000,4.12671005797877
1746914130000,4.1277895537536
1746914160000,4.127796885780473
1746914190000,4.127723972262598
1746914220000,4.127633344904442
1746914250000,4.127094046954165
1746914280000,4.127318080403264
1746914310000,4.128132251067534
1746914340000,4.127743746726531
1746914370000,4.126657397953568
1746914400000,4.126556111013772
1746914430000,4.128210883044525
1746914460000,4.1283982227935425
1746914490000,4.128104164268905
1746914520000,4.128069980634843
1746914550000,4.126679501080267
1746914580000,4.126708281517995
1746914610000,4.126846829393779
1746914640000,4.127058351245619
1746914670000,4.12709990697844
1746914700000,4.127494374292698
1746914730000,4.128125300635976
1746914760000,4.127914534041738
1746914790000,4.127957490147428
1746914820000,4.128630747423982
1746914850000,4.128335253052755
1746914880000,4.127784201753327
1746914910000,4.128132197721931
1746914940000,4.128572430125501
1746914970000,4.128821959600731
1746915000000,4.128911617634868
1746915030000,4.12827832925568
1746915060000,4.128242160945863
1746915090000,4.127677221553588
1746915120000,4.127961705903826
1746915150000,4.128199472690932
1746915180000,4.128581970520792
1746915210000,4.128543303153028
1746915240000,4.1281953078541225
1746915270000,4.127549465140758
1746915300000,4.128037664090611
1746915330000,4.127671193992792
1746915360000,4.12753162483503
1746915390000,4.1280997811220885
1746915420000,4.128121181602744
1746915450000,4.128003699747596
1746915480000,4.127481196296192
1746915510000,4.1270380775172875
1746915540000,4.127521374733984
1746915570000,4.127878006454206
1746915600000,4.126759782277461
1746915630000,4.125812732488601
1746915660000,4.127181875770717
1746915690000,4.128052410166529
1746915720000,4.127141309943368
1746915750000,4.1269406107787
1746915780000,4.127468487979549
1746915810000,4.126558722016973
1746915840000,4.127112104590882
1746915870000,4.1271924219117455
1746915900000,4.127451327959507
1746915930000,4.127083005619665
1746915960000,4.126523839291161
1746915990000,4.126497962484421
1746916020000,4.126838484018298
1746916050000,4.126189550227371
1746916080000,4.126588007179293
1746916110000,4.1267053239575695
1746916140000,4.127239503103858
1746916170000,4.1270600180751735
1746916200000,4.127231007146565
1746916230000,4.126789435620383
1746916260000,4.127975849805233
1746916290000,4.127283267707999
1746916320000,4.12686879650431
1746916350000,4.127374631975081
1746916380000,4.126786194027372
1746916410000,4.126851731579703
1746916440000,4.127073061795675
1746916470000,4.127793947914285
1746916500000,4.127566325616331
1746916530000,4.126799771144396
1746916560000,4.126424599250177
1746916590000,
1746916620000,
1746916650000,
1746916680000,
1746916710000,
1746916740000,
1746916770000,
1746916800000,
1746916830000,
1746916860000,
1746916890000,
1746916920000,
1746916950000,
1746916980000,
1746917010000,
1746917040000,
1746917070000,
1746917100000,
1746917130000,
1746917160000,
1746917190000,
1746917220000,
1746917250000,
