Type,FSWP-8
Version,3.01
Date,18.May 2026
VSupply,OFF
Mode,Voltage
2529.2985839844,-131.2173614502
2535.1289062500,-131.1759338379
2540.9726562500,-131.1806335449
2546.8295898438,-131.2480316162
2552.7016601563,-131.3645935059
2558.5859375000,-131.5418090820
2564.4836425781,-131.6689605713
2570.3962402344,-131.6749877930
2576.3212890625,-131.6197052002
2582.2597656250,-131.5730743408
2588.2136230469,-131.5369262695
2594.1796875000,-131.5074615479
2600.1594238281,-131.5416717529
2606.1528320313,-131.5992889404
2612.1616210938,-131.6363372803
2618.1828613281,-131.6331329346
2624.2180175781,-131.6017303467
2630.2685546875,-131.5692749023
2636.3312988281,-131.5692596436
2642.4084472656,-131.5728759766
2648.5007324219,-131.5163269043
2654.6057128906,-131.4012298584
2660.7248535156,-131.3677978516
2666.8593750000,-131.4882965088
2673.0065917969,-131.7182159424
2679.1682128906,-131.8484649658
2685.3437500000,-131.8383026123
2691.5351562500,-131.8042297363
2697.7395019531,-131.8089294434
2703.9577636719,-131.8547058105
2710.1921386719,-131.9176483154
2716.4394531250,-132.0175170898
2722.7009277344,-132.1037597656
2728.9785156250,-132.1338500977
2735.2690429688,-132.1492919922
2741.5739746094,-132.1766357422
2747.8935546875,-132.1745910645
2754.2290039063,-132.1490631104
2760.5778808594,-132.1523437500
2766.9411621094,-132.1977233887
2773.3205566406,-132.2495880127
2779.7133789063,-132.2457885742
2786.1208496094,-132.1846771240
2792.5444335938,-132.1585083008
2798.9814453125,-132.2174835205
2805.4333496094,-132.3130950928
2811.9001464844,-132.3870391846
2818.3833007813,-132.4469146729
2824.8798828125,-132.5657958984
2831.3913574219,-132.6847991943
2837.9194335938,-132.7083740234
2844.4611816406,-132.6622924805
2851.0178222656,-132.6490173340
2857.5910644531,-132.6621246338
2864.1779785156,-132.6786499023
2870.7802734375,-132.7466583252
2877.3991699219,-132.8456268311
2884.0317382813,-132.9573211670
2890.6796875000,-133.0283508301
2897.3427734375,-132.9961090088
2904.0229492188,-132.9103393555
2910.7170410156,-132.8865509033
2917.4265136719,-132.9302062988
2924.1528320313,-133.0147552490
2930.8933105469,-133.0158538818
2937.6491699219,-132.9380035400
2944.4223632813,-132.8545227051
2951.2094726563,-132.7579345703
2958.0122070313,-132.6491699219
2964.8305664063,-132.6589202881
2971.6662597656,-132.7495727539
2978.5163574219,-132.8345184326
2985.3820800781,-132.9445037842
2992.2651367188,-133.0337066650
2999.1625976563,-133.1271972656
3006.0756835938,-132.9873809814
3013.0065917969,-132.9956054688
3019.9519042969,-132.9906158447
3026.9130859375,-132.9776306152
3033.8920898438,-132.9645996094
3040.8852539063,-132.9601440430
3047.8947753906,-132.9668731689
3054.9204101563,-132.9853668213
3061.9638671875,-133.0142974854
3069.0219726563,-133.0505981445
3076.0961914063,-133.0890655518
3083.1884765625,-133.1233978271
3090.2954101563,-133.1504821777
3097.4189453125,-133.1687469482
3104.5603027344,-133.1783599854
3111.7165527344,-133.1813201904
3118.8894042969,-133.1823120117
3126.0786132813,-133.1893920898
3133.2861328125,-133.2074737549
3140.5085449219,-133.2388153076
3147.7475585938,-133.2828521729
3155.0051269531,-133.3362274170
3162.2775878906,-133.3932342529
3169.5668945313,-133.4458007813
3176.8747558594,-133.4885711670
3184.1977539063,-133.5205383301
3191.5375976563,-133.5423278809
3198.8959960938,-133.5555267334
3206.2695312500,-133.5620422363
3213.6604003906,-133.5637969971
3221.0681152344,-133.5628051758
3228.4946289063,-133.5623779297
3235.9365234375,-133.5662078857
3243.3955078125,-133.5775451660
3250.8735351563,-133.5988006592
3258.3671875000,-133.6310882568
3265.8779296875,-133.6737823486
3273.4077148438,-133.7244110107
3280.9531250000,-133.7785644531
3288.5161132813,-133.8292541504
3296.0961914063,-133.8686981201
3303.6958007813,-133.8917694092
3311.3110351563,-133.8953857422
3318.9438476563,-133.8786315918
3326.5961914063,-133.8414154053
3334.2641601563,-133.7832183838
3341.9499511719,-133.7024993896
3349.6550292969,-133.5980987549
3357.3762207031,-133.4731292725
3365.1152343750,-133.3398895264
3372.8740234375,-133.2246704102
3380.6486816406,-133.1541900635
3388.4414062500,-133.1483154297
3396.2519531250,-133.2145080566
3404.0825195313,-133.3454437256
3411.9289550781,-133.5206451416
3419.7937011719,-133.7124328613
3427.6784667969,-133.8935241699
3435.5795898438,-134.0438079834
3443.4987792969,-134.1539459229
3451.4382324219,-134.2242279053
3459.3940429688,-134.2612457275
3467.3681640625,-134.2750244141
3475.3608398438,-134.2768859863
3483.3735351563,-134.2781982422
3491.4030761719,-134.2861480713
3499.4509277344,-134.3030548096
3507.5192871094,-134.3268890381
3515.6044921875,-134.3521270752
3523.7082519531,-134.3713378906
3531.8325195313,-134.3771820068
3539.9736328125,-134.3651428223
3548.1335449219,-134.3363189697
3556.3142089844,-134.2983856201
3564.5117187500,-134.2635955811
3572.7282714844,-134.2439117432
3580.9636230469,-134.2459564209
3589.2199707031,-134.2683715820
3597.4934082031,-134.3027191162
3605.7858886719,-134.3378906250
3614.0993652344,-134.3650817871
3622.4301757813,-134.3811492920
3630.7800292969,-134.3886566162
3639.1513671875,-134.3924102783
3647.5397949219,-134.3933258057
3655.9475097656,-134.3807525635
3664.3747558594,-134.3265838623
3672.8234863281,-134.1886444092
3681.2895507813,-133.9316406250
3689.7751464844,-133.6726531982
3698.2824707031,-133.2393798828
3706.8073730469,-132.8146362305
3715.3518066406,-132.4954376221
3723.9179687500,-132.3527832031
3732.5017089844,-132.4172363281
3741.1054687500,-132.6765899658
3749.7290039063,-133.0783538818
3758.3745117188,-133.5394744873
3767.0378417969,-133.9690399170
3775.7209472656,-134.3009948730
3784.4265136719,-134.5159454346
3793.1499023438,-134.6332092285
3801.8933105469,-134.6901550293
3810.6589355469,-134.6821136475
3819.4428710938,-134.6562042236
3828.2468261719,-134.6313018799
3837.0734863281,-134.6218109131
3845.9182128906,-134.6392211914
3854.7832031250,-134.6877593994
3863.6687011719,-134.7619781494
3872.5769042969,-134.8479156494
3881.5036621094,-134.9272613525
3890.4506835938,-134.9832153320
3899.4206542969,-135.0057067871
3908.4089355469,-134.9938049316
3917.4182128906,-134.9544830322
3926.4501953125,-134.8989105225
3935.5009765625,-134.8385925293
3944.5725097656,-134.7832489014
3953.6650390625,-134.7409667969
3962.7807617188,-134.7207946777
3971.9152832031,-134.7557830811
3981.0708007813,-134.8154907227
3990.2497558594,-134.8930053711
3999.4475097656,-134.9742126465
4008.6665039063,-135.0437011719
4017.9089355469,-135.0897064209
4027.1704101563,-135.1076965332
4036.4533691406,-135.1011657715
4045.7600097656,-135.0794677734
4055.0856933594,-135.0546417236
4064.4331054688,-135.0389404297
4073.8017578125,-135.0617828369
4083.1943359375,-135.1030273438
4092.6064453125,-135.1555786133
4102.0400390625,-135.2089385986
4111.4980468750,-135.2534179688
4120.9750976563,-135.2831573486
4130.4746093750,-135.2971801758
4139.9975585938,-135.2985992432
4149.5405273438,-135.2909088135
4159.1054687500,-135.2924804688
4168.6928710938,-135.3114471436
4178.3041992188,-135.3477478027
4187.9355468750,-135.3969421387
4197.5888671875,-135.4476013184
4207.2670898438,-135.4842224121
4216.9648437500,-135.4807434082
4226.6855468750,-135.4144287109
4236.4306640625,-135.3447113037
4246.1958007813,-135.2766265869
4255.9833984375,-135.2257690430
4265.7963867188,-135.2012481689
4275.6293945313,-135.2039642334
4285.4848632813,-135.2463836670
4295.3632812500,-135.3079528809
4305.2666015625,-135.3544158936
4315.1904296875,-135.4029998779
4325.1376953125,-135.4499206543
4335.1098632813,-135.4863891602
4345.1025390625,-135.4926605225
4355.1181640625,-135.4395751953
4365.1591796875,-135.3791961670
4375.2211914063,-135.3243408203
4385.3066406250,-135.2947387695
4395.4150390625,-135.3208160400
4405.5493164063,-135.4000701904
4415.7041015625,-135.4596252441
4425.8828125000,-135.5030059814
4436.0874023438,-135.5232086182
4446.3125000000,-135.5186309814
4456.5615234375,-135.5018005371
4466.8369140625,-135.4929199219
4477.1333007813,-135.4877166748
4487.4536132813,-135.4855499268
4497.7998046875,-135.4894256592
4508.1674804688,-135.5040130615
4518.5590820313,-135.5228881836
4528.9746093750,-135.5487976074
4539.4169921875,-135.5993652344
4549.8803710938,-135.6577911377
4560.3681640625,-135.6988372803
4570.8828125000,-135.7399139404
4581.4189453125,-135.8014831543
4591.9794921875,-135.8612518311
4602.5668945313,-135.8928527832
4613.1762695313,-135.9082336426
4623.8095703125,-135.8838195801
4634.4677734375,-135.8215637207
4645.1533203125,-135.7789916992
4655.8608398438,-135.7577972412
4666.5927734375,-135.7888488770
4677.3520507813,-135.8685455322
4688.1337890625,-135.9270477295
4698.9404296875,-135.9670410156
4709.7744140625,-135.9692993164
4720.6308593750,-135.9219055176
4731.5122070313,-135.8729858398
4742.4213867188,-135.7973175049
4753.3525390625,-135.7290954590
4764.3095703125,-135.6941680908
4775.2915039063,-135.6740112305
4786.3017578125,-135.6868438721
4797.3344726563,-135.7443084717
4808.3925781250,-135.8015289307
4819.4790039063,-135.8803100586
4830.5883789063,-135.9279937744
4841.7231445313,-135.9350433350
4852.8862304688,-135.9264373779
4864.0722656250,-135.9205169678
4875.2846679688,-135.9283447266
4886.5224609375,-135.9578399658
4897.7890625000,-135.9919128418
4909.0786132813,-136.0058135986
4920.3945312500,-135.9995422363
4931.7387695313,-135.9689636230
4943.1069335938,-135.9417724609
4954.5009765625,-135.9114074707
4965.9243164063,-135.9015197754
4977.3710937500,-135.9092559814
4988.8442382813,-135.9355163574
5000.3437500000,-135.9680786133
5011.8730468750,-135.9880828857
5023.4257812500,-136.0082550049
5035.0048828125,-136.0194396973
5046.6137695313,-136.0298614502
5058.2465820313,-136.0470428467
5069.9062500000,-136.0629730225
5081.5957031250,-136.0877685547
5093.3090820313,-136.1067810059
5105.0493164063,-136.1111755371
5116.8198242188,-136.1036682129
5128.6142578125,-136.0925903320
5140.4360351563,-136.1030273438
5152.2851562500,-136.1365814209
5164.1645507813,-136.1577301025
5176.0683593750,-136.1264190674
5187.9995117188,-135.9830169678
5199.9609375000,-135.6889953613
5211.9472656250,-135.3479156494
5223.9609375000,-135.1563568115
5236.0053710938,-135.0424652100
5248.0747070313,-135.1462554932
5260.1723632813,-135.4663543701
5272.2973632813,-135.8410186768
5284.4531250000,-136.1185913086
5296.6342773438,-136.2773742676
5308.8432617188,-136.3239440918
5321.0834960938,-136.3511657715
5333.3491210938,-136.3486175537
5345.6425781250,-136.3121185303
5357.9677734375,-136.2614898682
5370.3183593750,-136.2219238281
5382.6972656250,-136.2080535889
5395.1074218750,-136.2280883789
5407.5439453125,-136.2653198242
5420.0083007813,-136.3004455566
5432.5019531250,-136.3118133545
5445.0273437500,-136.2737884521
5457.5786132813,-136.1989746094
5470.1586914063,-136.1156921387
5482.7705078125,-136.0675659180
5495.4086914063,-136.0947875977
5508.0761718750,-136.1775054932
5520.7758789063,-136.2901000977
5533.5014648438,-136.3911743164
5546.2568359375,-136.4482879639
5559.0410156250,-136.4661407471
5571.8579101563,-136.4553680420
5584.7016601563,-136.4455261230
5597.5747070313,-136.4515075684
5610.4804687500,-136.4584960938
5623.4130859375,-136.3991546631
5636.3754882813,-136.1390075684
5649.3710937500,-135.2320709229
5662.3930664063,-133.7080383301
5675.4453125000,-131.7991027832
5688.5307617188,-130.2732391357
5701.6430664063,-129.4930725098
5714.7861328125,-129.4813995361
5727.9589843750,-130.3917236328
5741.1655273438,-132.5215301514
5754.3994140625,-134.2846221924
5767.6635742188,-135.3047485352
5780.9614257813,-135.7609558105
5794.2871093750,-135.9734344482
5807.6435546875,-136.2024993896
5821.0336914063,-136.4215850830
5834.4516601563,-136.6017761230
5847.9003906250,-136.6556549072
5861.3798828125,-136.6755828857
5874.8940429688,-136.6792602539
5888.4365234375,-136.6439514160
5902.0097656250,-136.5521087646
5915.6171875000,-136.4999847412
5929.2534179688,-136.5240325928
5942.9204101563,-136.6091003418
5956.6225585938,-136.7148132324
5970.3530273438,-136.7978057861
5984.1152343750,-136.8091735840
5997.9125976563,-136.8105621338
6011.7377929688,-136.8289337158
6025.5957031250,-136.8586120605
6039.4848632813,-136.8479156494
6053.4096679688,-136.7702178955
6067.3632812500,-136.6491851807
6081.3491210938,-136.5323944092
6095.3701171875,-136.5198211670
6109.4204101563,-136.5720214844
6123.5029296875,-136.6789398193
6137.6215820313,-136.7656707764
6151.7690429688,-136.8396301270
6165.9497070313,-136.8942260742
6180.1625976563,-136.8950958252
6194.4116210938,-136.8689422607
6208.6899414063,-136.8367462158
6223.0014648438,-136.8407897949
6237.3496093750,-136.8849639893
6251.7270507813,-136.9607696533
6266.1376953125,-136.9762725830
6280.5849609375,-136.9204711914
6295.0620117188,-136.8148803711
6309.5727539063,-136.6674346924
6324.1201171875,-136.5882568359
6338.6977539063,-136.5623016357
6353.3090820313,-136.5794067383
6367.9536132813,-136.6079711914
6382.6357421875,-136.6287078857
6397.3481445313,-136.6782836914
6412.0947265625,-136.8059082031
6426.8784179688,-136.9429168701
6441.6928710938,-136.9801940918
6456.5415039063,-136.9170227051
6471.4277343750,-136.7572479248
6486.3447265625,-136.6351013184
6501.2963867188,-136.6222991943
6516.2822265625,-136.6807403564
6531.3061523438,-136.7777404785
6546.3613281250,-136.8094024658
6561.4511718750,-136.7747344971
6576.5795898438,-136.7103576660
6591.7392578125,-136.6474456787
6606.9335937500,-136.6551971436
6622.1665039063,-136.7062377930
6637.4311523438,-136.7244567871
6652.7309570313,-136.6819915771
6668.0659179688,-136.5442810059
6683.4399414063,-136.3896331787
6698.8457031250,-136.3439483643
6714.2871093750,-136.4015502930
6729.7675781250,-136.4949035645
6745.2802734375,-136.5749511719
6760.8286132813,-136.5993499756
6776.4165039063,-136.6481170654
6792.0366210938,-136.7473907471
6807.6928710938,-136.8205261230
6823.3886718750,-136.8548583984
6839.1171875000,-136.8436431885
6854.8818359375,-136.7958374023
6870.6826171875,-136.7481994629
6886.5239257813,-136.7097473145
6902.3979492188,-136.6697692871
6918.3081054688,-136.6404876709
6934.2592773438,-136.6436614990
6950.2431640625,-136.6743469238
6966.2641601563,-136.7218017578
6982.3256835938,-136.7554016113
6998.4204101563,-136.7977752686
7014.5522460938,-136.8448486328
7030.7211914063,-136.8434295654
7046.9316406250,-136.8005981445
7063.1752929688,-136.7672424316
7079.4560546875,-136.7398071289
7095.7788085938,-136.7137908936
7112.1352539063,-136.7197723389
7128.5292968750,-136.7648162842
7144.9648437500,-136.8411712646
7161.4345703125,-136.8786926270
7177.9418945313,-136.8685455322
7194.4916992188,-136.8499755859
7211.0756835938,-136.8388366699
7227.6972656250,-136.8278503418
7244.3579101563,-136.8162231445
7261.0605468750,-136.7974395752
7277.7978515625,-136.7612457275
7294.5737304688,-136.7258300781
7311.3920898438,-136.7270202637
7328.2456054688,-136.7727050781
7345.1376953125,-136.8521575928
7362.0727539063,-136.9452362061
7379.0429687500,-136.9804687500
7396.0522460938,-136.8840332031
7413.1005859375,-136.6784820557
7430.1923828125,-136.4700469971
7447.3193359375,-136.3771514893
7464.4858398438,-136.4352569580
7481.6962890625,-136.5636138916
7498.9418945313,-136.6682586670
7516.2275390625,-136.7194213867
7533.5571289063,-136.7421112061
7550.9228515625,-136.7919311523
7568.3281250000,-136.8782043457
7585.7778320313,-136.9236755371
7603.2636718750,-136.8751678467
7620.7895507813,-136.7695007324
7638.3559570313,-136.6945037842
7655.9672851563,-136.6256103516
7673.6147460938,-136.5195159912
7691.3027343750,-136.4372863770
7709.0361328125,-136.5005340576
7726.8061523438,-136.7261352539
7744.6166992188,-136.9509429932
7762.4731445313,-137.0086059570
7780.3662109375,-136.9045257568
7798.3002929688,-136.7358703613
7816.2758789063,-136.5770416260
7834.2973632813,-136.5949096680
7852.3559570313,-136.7383880615
7870.4560546875,-136.8622589111
7888.6025390625,-136.8860168457
7906.7861328125,-136.8288726807
7925.0122070313,-136.7593994141
7943.2841796875,-136.7785797119
7961.5937500000,-136.9023590088
7979.9458007813,-136.9646148682
7998.3447265625,-136.9328308105
8016.7812500000,-136.8569335938
8035.2607421875,-136.8024291992
8053.7827148438,-136.7873687744
8072.3515625000,-136.8330535889
8090.9589843750,-136.9205169678
8109.6088867188,-136.9718017578
8128.3066406250,-136.9239654541
8147.0429687500,-136.8381805420
8165.8227539063,-136.8528289795
8184.6499023438,-136.9239501953
8203.5156250000,-136.9877014160
8222.4257812500,-137.0090026855
8241.3789062500,-136.9755706787
8260.3808593750,-136.9420166016
8279.4208984375,-136.9212036133
8298.5058593750,-136.9029083252
8317.6396484375,-136.8951721191
8336.8115234375,-136.8958282471
8356.0292968750,-136.8830261230
8375.2949218750,-136.8300781250
8394.6005859375,-136.7611999512
8413.9501953125,-136.7046203613
8433.3496093750,-136.6531219482
8452.7890625000,-136.6423797607
8472.2734375000,-136.6873474121
8491.8027343750,-136.7247314453
8511.3818359375,-136.7671813965
8531.0009765625,-136.8395385742
8550.6660156250,-136.8949584961
8570.3798828125,-136.9081726074
8590.1357421875,-136.8931274414
8609.9365234375,-136.8727264404
8629.7880859375,-136.8486022949
8649.6796875000,-136.8329620361
8669.6181640625,-136.8051300049
8689.6025390625,-136.8160858154
8709.6367187500,-136.9389801025
8729.7128906250,-137.0482788086
8749.8359375000,-137.0835876465
8770.0097656250,-137.0727844238
8790.2255859375,-137.0735931396
8810.4873046875,-137.0486297607
8830.8007812500,-136.9805297852
8851.1562500000,-136.8646850586
8871.5595703125,-136.7847290039
8892.0087890625,-136.8159942627
8912.5107421875,-136.9413604736
8933.0546875000,-137.0514068604
8953.6455078125,-137.0918426514
8974.2890625000,-137.0368194580
8994.9755859375,-137.0123748779
9015.7099609375,-137.0507812500
9036.4970703125,-137.0391693115
9057.3261718750,-136.9362945557
9078.2041015625,-136.8112182617
9099.1347656250,-136.7470397949
9120.1093750000,-136.7830352783
9141.1318359375,-136.8745727539
9162.2031250000,-136.8939208984
9183.3271484375,-136.8383483887
9204.4951171875,-136.8647003174
9225.7128906250,-136.9623413086
9246.9833984375,-137.0080718994
9268.2988281250,-137.0282287598
9289.6621093750,-137.1018524170
9311.0810546875,-137.2052154541
9332.5439453125,-137.2568969727
9354.0556640625,-137.1947784424
9375.6171875000,-137.1026916504
9397.2343750000,-137.1108398438
9418.8955078125,-137.1381072998
9440.6064453125,-137.0048217773
9462.3730468750,-136.2809906006
9484.1845703125,-134.6349639893
9506.0458984375,-133.6916503906
9527.9638671875,-134.1221771240
9549.9267578125,-135.5071868896
9571.9394531250,-136.0915832520
9594.0087890625,-134.7076873779
9616.1240234375,-133.5357818604
9638.2890625000,-133.6589965820
9660.5068359375,-134.9041442871
9682.7802734375,-136.2220611572
9705.0996093750,-136.8417053223
9727.4707031250,-136.8974456787
9749.8984375000,-136.8450164795
9772.3720703125,-136.9098205566
9794.8984375000,-137.0725402832
9817.4814453125,-137.1546936035
9840.1113281250,-137.1377563477
9862.7939453125,-137.0924530029
9885.5283203125,-137.0256805420
9908.3203125000,-136.8757019043
9931.1601562500,-136.6761932373
9954.0517578125,-136.5449829102
9977.0019531250,-136.6431274414
10000.0000000000,-136.4522857666
10023.0507812500,-136.4244537354
10046.1542968750,-136.4301605225
10069.3115234375,-136.4755096436
10092.5332031250,-136.5541076660
10115.7968750000,-136.6530151367
10139.1152343750,-136.7579803467
10162.4863281250,-136.8559112549
10185.9111328125,-136.9382171631
10209.3906250000,-137.0021209717
10232.9355468750,-137.0497131348
10256.5234375000,-137.0852203369
10280.1650390625,-137.1126403809
10303.8613281250,-137.1341247559
10327.6123046875,-137.1501464844
10351.4189453125,-137.1604919434
10375.2792968750,-137.1651153564
10399.2060546875,-137.1645050049
10423.1777343750,-137.1593780518
10447.2031250000,-137.1501922607
10471.2851562500,-137.1380157471
10495.4218750000,-137.1250762939
10519.6152343750,-137.1149902344
10543.8632812500,-137.1118164063
10568.1787109375,-137.1188049316
10592.5400390625,-137.1369476318
10616.9560546875,-137.1644744873
10641.4287109375,-137.1972656250
10665.9580078125,-137.2300720215
10690.5439453125,-137.2580413818
10715.1982421875,-137.2777099609
10739.8974609375,-137.2875671387
10764.6533203125,-137.2880249023
10789.4667968750,-137.2811126709
10814.3378906250,-137.2699584961
10839.2656250000,-137.2579956055
10864.2509765625,-137.2477874756
10889.3056640625,-137.2403411865
10914.4062500000,-137.2350616455
10939.5644531250,-137.2306823730
10964.7812500000,-137.2265319824
10990.0556640625,-137.2230529785
11015.3886718750,-137.2208862305
11040.7919921875,-137.2194671631
11066.2412109375,-137.2170715332
11091.7500000000,-137.2080230713
11117.3173828125,-137.1880950928
11142.9433593750,-137.1554412842
11168.6289062500,-137.1125183105
11194.3730468750,-137.0655059814
11220.1894531250,-137.0219116211
11246.0527343750,-136.9875946045
11271.9755859375,-136.9641265869
11297.9580078125,-136.9470672607
11324.0009765625,-136.9252929688
11350.1035156250,-136.8820800781
11376.2792968750,-136.7991027832
11402.5019531250,-136.6637115479
11428.7861328125,-136.4773406982
11455.1298828125,-136.2601013184
11481.5351562500,-136.0475311279
11508.0000000000,-135.8370208740
11534.5273437500,-135.8070983887
11561.1279296875,-135.9199676514
11587.7773437500,-136.1121368408
11614.4873046875,-136.3470306396
11641.2597656250,-136.5810089111
11668.0937500000,-136.7763061523
11694.9892578125,-136.9120941162
11721.9472656250,-136.9878845215
11748.9804687500,-137.0176849365
11776.0625000000,-137.0209197998
11803.2070312500,-137.0153961182
11830.4140625000,-137.0143432617
11857.6845703125,-137.0257568359
11885.0166015625,-137.0525970459
11912.4257812500,-137.0933227539
11939.8847656250,-137.1692047119
11967.4072265625,-137.2448730469
11994.9931640625,-137.2870483398
12022.6425781250,-137.3199615479
12050.3554687500,-137.3427734375
12078.1318359375,-137.3552551270
12105.9863281250,-137.3571777344
12133.8916015625,-137.3483581543
12161.8613281250,-137.3289642334
12189.8955078125,-137.3000488281
12217.9931640625,-137.2638549805
12246.1572265625,-137.2031860352
12274.3984375000,-137.1444549561
12302.6923828125,-137.1099548340
12331.0507812500,-137.0794219971
12359.4746093750,-137.0519256592
12387.9638671875,-137.0261840820
12416.5195312500,-137.0009460449
12445.1396484375,-136.9752960205
12473.8408203125,-136.9350280762
12502.5937500000,-136.8944854736
12531.4130859375,-136.8702850342
12560.2988281250,-136.8519439697
12589.2509765625,-136.8429412842
12618.2705078125,-136.8462829590
12647.3701171875,-136.8638610840
12676.5234375000,-136.9185028076
12705.7441406250,-136.9958496094
12735.0312500000,-137.0542907715
12764.3867187500,-137.1085052490
12793.8095703125,-137.1494140625
12823.2998046875,-137.1689300537
12852.8730468750,-137.1625213623
12882.4990234375,-137.1047515869
12912.1943359375,-137.0141601563
12941.9580078125,-136.9437255859
12971.7900390625,-136.8734130859
13001.6914062500,-136.8082885742
13031.6611328125,-136.7323913574
13061.7138671875,-136.6810913086
13091.8222656250,-136.6493835449
13122.0000000000,-136.5926971436
13152.2470703125,-136.4823608398
13182.5634765625,-136.2996215820
13212.9501953125,-135.9102478027
13243.4218750000,-135.5192413330
13273.9492187500,-135.3388977051
13304.5468750000,-135.2658233643
13335.2138671875,-135.3089904785
13365.9531250000,-135.5567169189
13396.7626953125,-135.8965911865
13427.6425781250,-136.1168060303
13458.6093750000,-136.3045654297
13489.6328125000,-136.5256500244
13520.7265625000,-136.7121582031
13551.8935546875,-136.8205871582
13583.1308593750,-136.9138031006
13614.4414062500,-136.9868774414
13645.8388671875,-137.0556488037
13677.2929687500,-137.0961914063
13708.8203125000,-137.1156463623
13740.4199218750,-137.1353759766
13772.0927734375,-137.1672515869
13803.8388671875,-137.1982574463
13835.6572265625,-137.2167510986
13867.5644531250,-137.2348175049
13899.5302734375,-137.2660522461
13931.5693359375,-137.3013763428
13963.6826171875,-137.3207702637
13995.8701171875,-137.3280334473
14028.1318359375,-137.3018493652
14060.4677734375,-137.2421112061
14092.8935546875,-137.1927490234
14125.3789062500,-137.1312103271
14157.9384765625,-137.0907440186
14190.5732421875,-137.0722045898
14223.2841796875,-137.0510864258
14256.0693359375,-137.0025939941
14288.9462890625,-136.9418640137
14321.8837890625,-136.9054260254
14354.8964843750,-136.8805541992
14387.9853515625,-136.8917236328
14421.1503906250,-136.9177856445
14454.3925781250,-136.9683227539
14487.7109375000,-137.0238342285
14521.1220703125,-137.0652618408
14554.5947265625,-137.1113739014
14588.1435546875,-137.1829833984
14621.7705078125,-137.2413940430
14655.4746093750,-137.2600555420
14689.2568359375,-137.2506256104
14723.1328125000,-137.2140960693
14757.0703125000,-137.1846313477
14791.0869140625,-137.1545867920
14825.1806640625,-137.1455993652
14859.3544921875,-137.1502075195
14893.6054687500,-137.1572113037
14927.9365234375,-137.1520080566
14962.3632812500,-137.1225128174
14996.8525390625,-137.0732421875
15031.4208984375,-137.0298156738
15066.0693359375,-136.9587249756
15100.7978515625,-136.8927459717
15135.6064453125,-136.8569030762
15170.5117187500,-136.8068389893
15205.4804687500,-136.7339324951
15240.5302734375,-136.6467132568
15275.6611328125,-136.4394683838
15310.8730468750,-136.1903991699
15346.1650390625,-135.9917449951
15381.5390625000,-135.9164123535
15417.0117187500,-135.9665069580
15452.5488281250,-136.1609649658
15488.1679687500,-136.4138031006
15523.8691406250,-136.6412963867
15559.6533203125,-136.8072204590
15595.5195312500,-136.8738098145
15631.4677734375,-136.9272460938
15667.5166015625,-136.9568786621
15703.6318359375,-136.9898376465
15739.8300781250,-137.0442657471
15776.1113281250,-137.1278076172
15812.4765625000,-137.2220611572
15848.9248046875,-137.2803344727
15885.4755859375,-137.3426055908
15922.0927734375,-137.3708190918
15958.7939453125,-137.3517456055
15995.5800781250,-137.2973327637
16032.4511718750,-137.2121887207
16069.4072265625,-137.1214904785
16106.4482421875,-137.0489501953
16143.5927734375,-137.0032501221
16180.8046875000,-136.9896087646
16218.1025390625,-136.9816284180
16255.4863281250,-136.9740753174
16292.9560546875,-136.9598388672
16330.5126953125,-136.9456481934
16368.1738281250,-136.9448089600
16405.9042968750,-136.9603118896
16443.7207031250,-136.9912567139
16481.6250000000,-137.0257720947
16519.6152343750,-137.0535125732
16557.6953125000,-137.0686492920
16595.8613281250,-137.0631256104
16634.1347656250,-137.0423278809
16672.4765625000,-137.0110473633
16710.9082031250,-136.9790039063
16749.4277343750,-136.9508666992
16788.0371093750,-136.9263763428
16826.7343750000,-136.9022674561
16865.5390625000,-136.8677215576
16904.4160156250,-136.7819671631
16943.3808593750,-136.5006103516
16982.4375000000,-136.1276397705
17021.5820312500,-135.6595306396
17060.8183593750,-135.2362518311
17100.1445312500,-134.9197387695
17139.5820312500,-134.6018981934
17179.0898437500,-134.0470733643
17218.6875000000,-133.2859954834
17258.3789062500,-132.5328216553
17298.1601562500,-132.0879058838
17338.0332031250,-132.2105560303
17378.0000000000,-133.1672821045
17418.0761718750,-134.3606414795
17458.2265625000,-135.5847320557
17498.4687500000,-136.5588989258
17538.8027343750,-136.9911804199
17579.2324218750,-137.1016235352
17619.7519531250,-137.0428771973
17660.3867187500,-136.9754180908
17701.0957031250,-136.9307098389
17741.8984375000,-136.9145355225
17782.7949218750,-136.9088897705
17823.7851562500,-136.9030609131
17864.8691406250,-136.8929748535
17906.0488281250,-136.8853454590
17947.3437500000,-136.8894195557
17988.7148437500,-136.9199676514
18030.1796875000,-136.9656219482
18071.7402343750,-137.0334777832
18113.3964843750,-137.1431579590
18155.1484375000,-137.2292785645
18197.0175781250,-137.3011016846
18238.9628906250,-137.3429412842
18281.0058593750,-137.3179931641
18323.1445312500,-137.2524261475
18365.3808593750,-137.1875915527
18407.7148437500,-137.1601867676
18450.1445312500,-137.1812744141
18492.6953125000,-137.2163391113
18535.3222656250,-137.2384948730
18578.0468750000,-137.2384338379
18620.8710937500,-137.2204437256
18663.7929687500,-137.2076568604
18706.8144531250,-137.1966552734
18749.9355468750,-137.1734619141
18793.1757812500,-137.1442413330
