Type,FSWP-8
Version,3.01
Date,18.May 2026
VSupply,OFF
Mode,Voltage
584790.3750000000,-146.3723297119
586138.3125000000,-146.3184509277
587489.4375000000,-146.2973785400
588843.6250000000,-146.3117218018
590200.9375000000,-146.3821105957
591561.4375000000,-146.4891815186
592925.0000000000,-146.5868988037
594292.3750000000,-146.6324310303
595662.2500000000,-146.6386413574
597035.3125000000,-146.6002044678
598411.5000000000,-146.5425262451
599790.9375000000,-146.5159606934
601173.4375000000,-146.5257873535
602559.8750000000,-146.5490722656
603948.8125000000,-146.5632324219
605340.9375000000,-146.5348968506
606736.3125000000,-146.4693603516
608134.8750000000,-146.3944244385
609536.6875000000,-146.3546752930
610941.6875000000,-146.3516082764
612350.6250000000,-146.3982696533
613762.1250000000,-146.4694976807
615176.9375000000,-146.5135955811
616594.9375000000,-146.5119171143
618016.2500000000,-146.4888153076
619440.8125000000,-146.4534759521
620869.3750000000,-146.4002532959
622300.5000000000,-146.3467864990
623734.9375000000,-146.2831573486
625172.6875000000,-146.1870117188
626613.7500000000,-146.0765838623
628058.1250000000,-146.0350646973
629505.8750000000,-146.1256408691
630957.6250000000,-146.2579498291
632412.0000000000,-146.3971252441
633869.7500000000,-146.5337829590
635330.8750000000,-146.5892028809
636795.3750000000,-146.5726318359
638263.2500000000,-146.5144348145
639735.1875000000,-146.4506683350
641209.8125000000,-146.4095458984
642687.8750000000,-146.4083862305
644169.3125000000,-146.4485168457
645654.1250000000,-146.5126037598
647142.4375000000,-146.5756378174
648634.1250000000,-146.6200103760
650130.0000000000,-146.6380767822
651628.5625000000,-146.6252288818
653130.6250000000,-146.5890197754
654636.1250000000,-146.5616302490
656145.1250000000,-146.5753326416
657657.6250000000,-146.6117858887
659173.5625000000,-146.6566467285
660693.6875000000,-146.6991882324
662216.6250000000,-146.7046508789
663743.1250000000,-146.6821441650
665273.0625000000,-146.6485137939
666806.5625000000,-146.5962677002
668343.6250000000,-146.5489044189
669884.9375000000,-146.5300903320
671429.0625000000,-146.5045471191
672976.7500000000,-146.4397430420
674528.0000000000,-146.3497467041
676082.8750000000,-146.2876586914
677641.2500000000,-146.2868652344
679203.3125000000,-146.3358917236
680769.6250000000,-146.4069976807
682338.8750000000,-146.4877929688
683911.6875000000,-146.5771026611
685488.1875000000,-146.6652679443
687068.2500000000,-146.7306518555
688652.0000000000,-146.7509155273
690240.1875000000,-146.7155761719
691831.1875000000,-146.6405029297
693425.9375000000,-146.5607910156
695024.3125000000,-146.4802246094
696626.4375000000,-146.4143829346
698232.1875000000,-146.3997955322
699841.6875000000,-146.4548034668
701455.6250000000,-146.5617218018
703072.5000000000,-146.6453552246
704693.1250000000,-146.6421661377
706317.5000000000,-146.5667724609
707945.6250000000,-146.4855194092
709577.5000000000,-146.4393463135
711213.8750000000,-146.4433746338
712853.3125000000,-146.4733886719
714496.5000000000,-146.5062103271
716143.4375000000,-146.4871368408
717794.1875000000,-146.3494720459
719448.7500000000,-146.0078125000
721107.1250000000,-145.6641693115
722770.1250000000,-145.5828094482
724436.1875000000,-145.7544860840
726106.0625000000,-146.0579681396
727779.8125000000,-146.3656921387
729457.3750000000,-146.5563964844
731138.8125000000,-146.6264038086
732824.1250000000,-146.6122589111
734514.1875000000,-146.5510101318
736207.2500000000,-146.5201263428
737904.3125000000,-146.5445556641
739605.1875000000,-146.5516052246
741310.0625000000,-146.5366516113
743018.8125000000,-146.5279541016
744732.3750000000,-146.5507354736
746449.0000000000,-146.5837554932
748169.6250000000,-146.6122436523
749894.1875000000,-146.6356811523
751622.7500000000,-146.6523590088
753355.3125000000,-146.6530303955
755091.8750000000,-146.6359558105
756833.2500000000,-146.6068725586
758577.7500000000,-146.5809783936
760326.3750000000,-146.5471191406
762078.9375000000,-146.4772796631
763835.6250000000,-146.4045867920
765596.3125000000,-146.3673706055
767361.8750000000,-146.3534240723
769130.6875000000,-146.3672485352
770903.6250000000,-146.4259948730
772680.6250000000,-146.5096740723
774461.6875000000,-146.5911560059
776246.8750000000,-146.5894622803
778036.1875000000,-146.5394439697
779830.4375000000,-146.4697418213
781628.0000000000,-146.4126434326
783429.7500000000,-146.4092712402
785235.6250000000,-146.4717864990
787045.6250000000,-146.5452270508
788859.8125000000,-146.6055603027
790678.1875000000,-146.5896606445
792501.6250000000,-146.5170440674
794328.4375000000,-146.4351348877
796159.3750000000,-146.4157562256
797994.6250000000,-146.4143066406
799834.0000000000,-146.3828125000
801677.6875000000,-146.3709716797
803526.5000000000,-146.4145660400
805378.6875000000,-146.4818420410
807235.1250000000,-146.5453643799
809095.8750000000,-146.6021270752
810960.9375000000,-146.6033935547
812830.2500000000,-146.5426330566
814703.8750000000,-146.4825439453
816582.6875000000,-146.4686279297
818465.0000000000,-146.5013275146
820351.6250000000,-146.5525665283
822242.5625000000,-146.5824432373
824137.8750000000,-146.5971832275
826037.6250000000,-146.6190338135
827942.5625000000,-146.6585540771
829851.0625000000,-146.6756439209
831763.9375000000,-146.6238708496
833681.1875000000,-146.5467529297
835602.8750000000,-146.5235595703
837529.0000000000,-146.5171508789
839459.5625000000,-146.4682922363
841395.5000000000,-146.4541015625
843335.0000000000,-146.5095825195
845278.9375000000,-146.5424804688
847227.3750000000,-146.5056915283
849180.2500000000,-146.4428710938
851137.6875000000,-146.3103485107
853100.5625000000,-145.8444213867
855067.0000000000,-145.1015777588
857038.0000000000,-145.0100402832
859013.5625000000,-145.6142578125
860993.6250000000,-146.2846527100
862978.3125000000,-146.5465698242
864967.5000000000,-146.5386657715
866962.2500000000,-146.4657135010
868960.6875000000,-146.4357604980
870963.6875000000,-146.4409637451
872971.3125000000,-146.4660644531
874983.6250000000,-146.4790039063
877000.5000000000,-146.3625640869
879022.0625000000,-146.1674652100
881049.2500000000,-146.1639404297
883080.1250000000,-146.3465423584
885115.6875000000,-146.4919128418
887155.9375000000,-146.5729217529
889200.8750000000,-146.5853118896
891250.5625000000,-146.5104217529
893305.9375000000,-146.3386688232
895365.0625000000,-146.2653350830
897428.9375000000,-146.3720397949
899497.5625000000,-146.5717926025
901571.0000000000,-146.6074676514
903649.1875000000,-146.5237884521
905732.1250000000,-146.4898681641
907820.9375000000,-146.5124969482
909913.5000000000,-146.4848632813
912010.9375000000,-146.4477691650
914113.1875000000,-146.4250793457
916220.2500000000,-146.4069366455
918332.1875000000,-146.4681701660
920450.0625000000,-146.5792999268
922571.7500000000,-146.6870117188
924698.3750000000,-146.7600860596
926829.8125000000,-146.7286376953
928966.2500000000,-146.6426544189
931107.5625000000,-146.5980224609
933253.8750000000,-146.5592803955
935406.0625000000,-146.5098114014
937562.2500000000,-146.4978637695
939723.4375000000,-146.5074005127
941889.5625000000,-146.5130004883
944060.6875000000,-146.4861297607
946236.8125000000,-146.4242248535
948419.0000000000,-146.4142456055
950605.1250000000,-146.4374389648
952796.3750000000,-146.4209747314
954992.6250000000,-146.3477325439
957193.9375000000,-146.2392578125
959400.3750000000,-146.1891937256
961611.8125000000,-146.2472686768
963829.5000000000,-146.4125671387
966051.1875000000,-146.5855865479
968278.0000000000,-146.6670532227
970509.9375000000,-146.6427764893
972747.0625000000,-146.5873107910
974989.3125000000,-146.5469360352
977236.6875000000,-146.5143432617
979490.3750000000,-146.5172882080
981748.1875000000,-146.5339660645
984011.1875000000,-146.5079803467
986279.3750000000,-146.3489837646
988552.8125000000,-145.8027801514
990831.5000000000,-145.8366851807
993116.5625000000,-146.3797149658
995405.7500000000,-146.4676208496
997700.2500000000,-146.4963378906
1000000.0000000000,-146.5985412598
1002305.0625000000,-146.6469573975
1004615.4375000000,-146.6940460205
1006931.1875000000,-146.7367248535
1009253.3125000000,-146.7699737549
1011579.7500000000,-146.7934265137
1013911.5000000000,-146.8048706055
1016248.6250000000,-146.8019561768
1018591.1250000000,-146.7737121582
1020939.0625000000,-146.7277832031
1023293.5625000000,-146.6670837402
1025652.3125000000,-146.5951995850
1028016.5000000000,-146.5187835693
1030386.1250000000,-146.4505310059
1032761.2500000000,-146.3964996338
1035141.8750000000,-146.3613128662
1037527.9375000000,-146.3498840332
1039920.6250000000,-146.3699035645
1042317.7500000000,-146.4077606201
1044720.3750000000,-146.4567413330
1047128.5000000000,-146.5093383789
1049542.2500000000,-146.5537567139
1051961.5000000000,-146.5755310059
1054386.3750000000,-146.5731506348
1056817.8750000000,-146.5453643799
1059254.0000000000,-146.4926910400
1061695.6250000000,-146.4152069092
1064142.8750000000,-146.3234100342
1066595.8750000000,-146.2298583984
1069054.3750000000,-146.1443481445
1071519.8750000000,-146.0768737793
1073989.7500000000,-146.0417938232
1076465.3750000000,-146.0481719971
1078946.7500000000,-146.0862426758
1081433.7500000000,-146.1483306885
1083926.5000000000,-146.2244110107
1086425.0000000000,-146.3026733398
1088930.5000000000,-146.3659362793
1091440.6250000000,-146.4109954834
1093956.5000000000,-146.4390869141
1096478.1250000000,-146.4537658691
1099005.5000000000,-146.4603576660
1101538.8750000000,-146.4654541016
1104079.1250000000,-146.4767456055
1106624.1250000000,-146.4969635010
1109175.0000000000,-146.5272369385
1111731.7500000000,-146.5673522949
1114294.3750000000,-146.6156311035
1116862.8750000000,-146.6685943604
1119437.3750000000,-146.7176055908
1122019.0000000000,-146.7541656494
1124605.2500000000,-146.7721862793
1127197.6250000000,-146.7687530518
1129795.8750000000,-146.7445373535
1132400.1250000000,-146.7038879395
1135010.3750000000,-146.6541137695
1137627.8750000000,-146.6041717529
1140250.2500000000,-146.5575256348
1142878.6250000000,-146.5140228271
1145513.0000000000,-146.4718322754
1148153.5000000000,-146.4287872314
1150800.0000000000,-146.3837738037
1153452.7500000000,-146.3384094238
1156112.7500000000,-146.2996368408
1158777.7500000000,-146.2746429443
1161448.7500000000,-146.2691040039
1164126.0000000000,-146.2857818604
1166809.3750000000,-146.3237304688
1169499.0000000000,-146.3778839111
1172194.7500000000,-146.4396820068
1174898.0000000000,-146.4981689453
1177606.2500000000,-146.5393676758
1180320.7500000000,-146.5582122803
1183041.3750000000,-146.5542144775
1185768.3750000000,-146.5315856934
1188501.7500000000,-146.4979705811
1191242.6250000000,-146.4627838135
1193988.5000000000,-146.4353332520
1196740.7500000000,-146.4228820801
1199499.2500000000,-146.4289703369
1202264.2500000000,-146.4524688721
1205035.5000000000,-146.4845123291
1207813.2500000000,-146.5135955811
1210598.6250000000,-146.5313720703
1213389.1250000000,-146.5340423584
1216186.1250000000,-146.5225067139
1218989.5000000000,-146.5006256104
1221799.3750000000,-146.4730224609
1224615.7500000000,-146.4438629150
1227439.8750000000,-146.4167327881
1230269.2500000000,-146.3951568604
1233105.0000000000,-146.3826904297
1235947.5000000000,-146.3824310303
1238796.3750000000,-146.3963623047
1241651.8750000000,-146.4210815430
1244514.0000000000,-146.4510498047
1247384.1250000000,-146.4790191650
1250259.3750000000,-146.4987792969
1253141.3750000000,-146.5080413818
1256029.8750000000,-146.5096435547
1258925.1250000000,-146.5101623535
1261827.0000000000,-146.5167236328
1264737.0000000000,-146.5337371826
1267652.3750000000,-146.5606689453
1270574.3750000000,-146.5922088623
1273503.1250000000,-146.6201934814
1276438.6250000000,-146.6368408203
1279380.8750000000,-146.6380310059
1282330.0000000000,-146.6251678467
1285287.2500000000,-146.6047973633
1288250.0000000000,-146.5860595703
1291219.5000000000,-146.5771179199
1294195.7500000000,-146.5823974609
1297179.0000000000,-146.6015014648
1300169.1250000000,-146.6298370361
1303166.1250000000,-146.6605377197
1306171.3750000000,-146.6868743896
1309182.2500000000,-146.7042846680
1312200.0000000000,-146.7120666504
1315224.7500000000,-146.7133483887
1318256.3750000000,-146.7132415771
1321295.1250000000,-146.7161254883
1324342.2500000000,-146.7226257324
1327394.8750000000,-146.7277984619
1330454.6250000000,-146.7210083008
1333521.3750000000,-146.6933898926
1336595.2500000000,-146.6432800293
1339676.2500000000,-146.5793151855
1342764.2500000000,-146.5172271729
1345860.8750000000,-146.4723968506
1348963.2500000000,-146.4531097412
1352072.7500000000,-146.4580688477
1355189.3750000000,-146.4791107178
1358313.1250000000,-146.5069122314
1361444.1250000000,-146.5357208252
1364583.8750000000,-146.5634002686
1367729.3750000000,-146.5877990723
1370882.0000000000,-146.6030120850
1374042.0000000000,-146.5998229980
1377209.2500000000,-146.5703430176
1380383.8750000000,-146.5140228271
1383565.7500000000,-146.4405822754
1386756.5000000000,-146.3680114746
1389953.0000000000,-146.3160247803
1393157.0000000000,-146.3070373535
1396368.2500000000,-146.3593139648
1399587.0000000000,-146.4116058350
1402813.1250000000,-146.4581298828
1406046.7500000000,-146.4915313721
1409289.3750000000,-146.5115966797
1412537.8750000000,-146.5208892822
1415793.8750000000,-146.5210266113
1419057.3750000000,-146.5127868652
1422328.3750000000,-146.4986419678
1425607.0000000000,-146.4843902588
1428894.6250000000,-146.4773864746
1432188.3750000000,-146.4826812744
1435489.6250000000,-146.4998626709
1438798.5000000000,-146.5328369141
1442115.1250000000,-146.5502319336
1445439.2500000000,-146.5391082764
1448771.1250000000,-146.5078430176
1452112.2500000000,-146.4600219727
1455459.5000000000,-146.4030151367
1458814.3750000000,-146.3454437256
1462177.0000000000,-146.2951507568
1465547.5000000000,-146.2590332031
1468925.6250000000,-146.2438507080
1472313.2500000000,-146.2780761719
1475707.0000000000,-146.3739624023
1479108.6250000000,-146.4672698975
1482518.1250000000,-146.5613708496
1485935.3750000000,-146.6345062256
1489360.6250000000,-146.6698608398
1492793.6250000000,-146.6624298096
1496236.3750000000,-146.6201171875
1499685.2500000000,-146.5583038330
1503142.1250000000,-146.4610137939
1506607.0000000000,-146.3758392334
1510079.7500000000,-146.3281707764
1513560.6250000000,-146.2875061035
1517051.1250000000,-146.2568664551
1520548.1250000000,-146.2410888672
1524053.0000000000,-146.2440795898
1527566.1250000000,-146.2859802246
1531087.2500000000,-146.3557891846
1534616.5000000000,-146.4110717773
1538153.8750000000,-146.4653472900
1541701.1250000000,-146.5139312744
1545254.8750000000,-146.5552062988
1548816.8750000000,-146.6109771729
1552387.0000000000,-146.6751251221
1555965.3750000000,-146.7262115479
1559551.8750000000,-146.7749481201
1563146.7500000000,-146.8088531494
1566751.7500000000,-146.8191680908
1570363.1250000000,-146.7945404053
1573983.0000000000,-146.7593536377
1577611.1250000000,-146.7474212646
1581247.6250000000,-146.7478637695
1584892.5000000000,-146.7555084229
1588547.5000000000,-146.7664031982
1592209.2500000000,-146.7707061768
1595879.3750000000,-146.7682342529
1599558.0000000000,-146.7577056885
1603245.1250000000,-146.7330322266
1606940.7500000000,-146.6649017334
1610644.8750000000,-146.5877227783
1614359.2500000000,-146.5537567139
1618080.5000000000,-146.5442962646
1621810.2500000000,-146.5674743652
1625548.6250000000,-146.6008453369
1629295.6250000000,-146.6172485352
1633051.2500000000,-146.6281127930
1636817.3750000000,-146.6340179443
1640590.3750000000,-146.6246337891
1644372.0000000000,-146.5883636475
1648162.3750000000,-146.5518646240
1651961.5000000000,-146.5205230713
1655769.5000000000,-146.5114898682
1659586.1250000000,-146.5445556641
1663413.3750000000,-146.5791778564
1667247.6250000000,-146.6037292480
1671090.7500000000,-146.5905303955
1674942.7500000000,-146.5265502930
1678803.6250000000,-146.4709930420
1682673.3750000000,-146.4233856201
1686554.0000000000,-146.4378051758
1690441.6250000000,-146.4844055176
1694338.1250000000,-146.5423889160
1698243.7500000000,-146.6164550781
1702158.2500000000,-146.6591949463
1706081.8750000000,-146.6657562256
1710014.5000000000,-146.6590881348
1713958.1250000000,-146.6330108643
1717908.8750000000,-146.6059875488
1721868.8750000000,-146.5977325439
1725837.8750000000,-146.6065826416
1729816.0000000000,-146.6276550293
1733803.3750000000,-146.6390838623
1737799.8750000000,-146.6340637207
1741807.6250000000,-146.6022186279
1745822.6250000000,-146.5712280273
1749846.7500000000,-146.5423583984
1753880.3750000000,-146.5494384766
1757923.1250000000,-146.5737609863
1761975.2500000000,-146.6087188721
1766038.7500000000,-146.6265869141
1770109.5000000000,-146.6315307617
1774189.7500000000,-146.6435241699
1778279.3750000000,-146.6512908936
1782378.5000000000,-146.6378784180
1786487.0000000000,-146.5842895508
1790605.0000000000,-146.5276031494
1794734.3750000000,-146.5111083984
1798871.3750000000,-146.5255737305
1803017.8750000000,-146.5585327148
1807174.0000000000,-146.5807342529
1811339.6250000000,-146.6102600098
1815514.8750000000,-146.6260681152
1819701.8750000000,-146.6031951904
1823896.3750000000,-146.4563293457
1828100.6250000000,-146.1849365234
1832314.5000000000,-145.8582611084
1836538.1250000000,-145.6396179199
1840771.3750000000,-145.6311645508
1845014.5000000000,-145.8283691406
1849269.5000000000,-146.1345062256
1853532.1250000000,-146.3757629395
1857804.6250000000,-146.4959411621
1862087.0000000000,-146.5166320801
1866379.2500000000,-146.5182647705
1870681.3750000000,-146.5112304688
1874993.5000000000,-146.4975738525
1879317.5000000000,-146.4817047119
1883649.5000000000,-146.4730224609
1887991.5000000000,-146.4671173096
1892343.3750000000,-146.4704437256
1896705.3750000000,-146.4844360352
1901077.3750000000,-146.4982757568
1905461.6250000000,-146.4947662354
1909853.8750000000,-146.4724121094
1914256.2500000000,-146.4502105713
1918668.7500000000,-146.4208221436
1923091.3750000000,-146.4043731689
1927524.2500000000,-146.4096527100
1931967.3750000000,-146.4305419922
1936422.7500000000,-146.4634552002
1940886.3750000000,-146.5020141602
1945360.2500000000,-146.5475311279
1949844.3750000000,-146.5992431641
1954339.0000000000,-146.6521453857
1958843.8750000000,-146.6917572021
1963361.2500000000,-146.6979522705
1967887.0000000000,-146.6827697754
1972423.1250000000,-146.6694030762
1976969.6250000000,-146.6702270508
1981526.7500000000,-146.6723632813
1986094.2500000000,-146.6556396484
1990672.3750000000,-146.6101989746
1995263.2500000000,-146.5568695068
1999862.3750000000,-146.5280914307
2004472.2500000000,-146.5410919189
2009092.7500000000,-146.6027526855
2013723.7500000000,-146.6807403564
2018365.6250000000,-146.7456970215
2023020.2500000000,-146.7803649902
2027683.5000000000,-146.7660980225
2032357.3750000000,-146.7220306396
2037042.1250000000,-146.6738739014
2041737.6250000000,-146.6412658691
2046444.0000000000,-146.6182098389
2051161.2500000000,-146.5874023438
2055891.5000000000,-146.5533905029
2060630.5000000000,-146.5394744873
2065380.3750000000,-146.5564422607
2070141.2500000000,-146.5780334473
2074913.1250000000,-146.5946960449
2079695.8750000000,-146.6212615967
2084489.7500000000,-146.6680450439
2089297.0000000000,-146.7266693115
2094112.8750000000,-146.7751770020
2098940.0000000000,-146.8039550781
2103778.2500000000,-146.8129119873
2108627.5000000000,-146.7801971436
2113488.0000000000,-146.7084960938
2118362.2500000000,-146.6467742920
2123245.2500000000,-146.6502075195
2128139.5000000000,-146.7151947021
2133045.0000000000,-146.7427520752
2137961.7500000000,-146.7115936279
2142889.7500000000,-146.6526489258
2147829.5000000000,-146.5912933350
2152782.7500000000,-146.5334014893
2157745.0000000000,-146.5173797607
2162718.7500000000,-146.5268859863
2167704.0000000000,-146.5397949219
2172700.7500000000,-146.5256958008
2177708.7500000000,-146.4851684570
2182731.0000000000,-146.4302215576
2187762.5000000000,-146.4141998291
2192805.2500000000,-146.4394073486
2197860.0000000000,-146.5221557617
2202926.2500000000,-146.6087493896
2208004.0000000000,-146.6978759766
2213093.7500000000,-146.7733001709
2218197.5000000000,-146.7702789307
2223310.5000000000,-146.7197723389
2228435.5000000000,-146.6517181396
2233572.0000000000,-146.6147460938
2238720.7500000000,-146.5727996826
2243881.0000000000,-146.5198059082
2249055.7500000000,-146.5196685791
2254240.0000000000,-146.5761566162
2259436.2500000000,-146.6594085693
2264644.5000000000,-146.6711120605
2269864.5000000000,-146.6222686768
2275096.7500000000,-146.5416870117
2280341.0000000000,-146.5070953369
2285600.0000000000,-146.5260162354
2290868.2500000000,-146.5899658203
2296149.0000000000,-146.6939697266
2301441.7500000000,-146.7397460938
2306746.7500000000,-146.7193603516
2312064.0000000000,-146.6755065918
2317393.5000000000,-146.6320800781
2322737.7500000000,-146.6170501709
2328091.7500000000,-146.6038360596
2333458.2500000000,-146.5804443359
2338837.0000000000,-146.5807189941
2344228.2500000000,-146.6278686523
2349631.7500000000,-146.6827545166
2355050.5000000000,-146.7328491211
2360479.0000000000,-146.7609863281
2365920.0000000000,-146.7427368164
2371373.7500000000,-146.7192535400
2376840.0000000000,-146.6969909668
2382318.7500000000,-146.6647796631
2387810.0000000000,-146.6272888184
2393316.7500000000,-146.5990142822
2398833.5000000000,-146.6066131592
2404363.0000000000,-146.6609802246
2409905.2500000000,-146.7500915527
2415460.2500000000,-146.7657470703
2421028.0000000000,-146.7033996582
2426611.2500000000,-146.6378479004
2432205.0000000000,-146.6085052490
2437811.2500000000,-146.6023254395
2443430.5000000000,-146.6183319092
2449063.0000000000,-146.6343078613
2454708.2500000000,-146.6272277832
2460366.5000000000,-146.6036682129
2466040.5000000000,-146.5674591064
2471724.7500000000,-146.5411224365
2477422.2500000000,-146.5457458496
2483133.0000000000,-146.6138610840
2488856.7500000000,-146.7004394531
2494593.7500000000,-146.7277679443
2500344.0000000000,-146.7035369873
2506110.2500000000,-146.6649322510
2511887.0000000000,-146.6345062256
2517677.0000000000,-146.6450347900
2523480.5000000000,-146.7098999023
2529297.2500000000,-146.8174896240
2535127.5000000000,-146.8523712158
2540974.0000000000,-146.8067321777
2546831.0000000000,-146.7546386719
2552701.7500000000,-146.7345733643
2558585.7500000000,-146.7401428223
2564483.5000000000,-146.7464447021
2570395.0000000000,-146.7309875488
2576319.7500000000,-146.6897888184
2582261.2500000000,-146.6336822510
2588213.5000000000,-146.5814056396
2594179.5000000000,-146.5749053955
2600159.2500000000,-146.6532440186
2606153.0000000000,-146.7472686768
2612160.2500000000,-146.8209228516
2618184.2500000000,-146.8473052979
2624219.5000000000,-146.7945709229
2630268.5000000000,-146.6661529541
2636331.5000000000,-146.4830322266
2642408.2500000000,-146.3509368896
2648499.2500000000,-146.3410949707
2654604.2500000000,-146.4120788574
2660726.2500000000,-146.5166015625
2666859.5000000000,-146.6352844238
2673006.7500000000,-146.7187347412
2679168.2500000000,-146.7391967773
2685343.7500000000,-146.7605133057
2691533.7500000000,-146.8647155762
2697741.0000000000,-147.0179748535
2703959.2500000000,-146.9275665283
2710192.2500000000,-146.6156005859
2716439.2500000000,-146.3261566162
2722701.0000000000,-146.2825164795
2728977.0000000000,-146.4419403076
2735267.5000000000,-146.5827178955
2741575.5000000000,-146.6413421631
2747895.0000000000,-146.6966705322
2754229.0000000000,-146.7336730957
2760577.7500000000,-146.6830139160
2766941.0000000000,-146.5729064941
2773319.0000000000,-146.4929199219
2779711.7500000000,-146.4882659912
2786122.2500000000,-146.5773468018
2792544.5000000000,-146.6705322266
2798981.5000000000,-146.7038421631
2805433.2500000000,-146.7508239746
2811900.0000000000,-146.7942352295
2818381.7500000000,-146.7685699463
2824881.2500000000,-146.6951751709
2831393.0000000000,-146.6450958252
2837919.5000000000,-146.6290893555
2844461.0000000000,-146.6137847900
2851017.7500000000,-146.6223602295
2857589.5000000000,-146.6529541016
2864176.5000000000,-146.6787414551
2870781.7500000000,-146.7117462158
2877399.2500000000,-146.7656860352
2884031.7500000000,-146.8148803711
2890679.7500000000,-146.8249359131
2897343.0000000000,-146.7946166992
2904021.5000000000,-146.7095642090
2910718.7500000000,-146.6010437012
2917428.0000000000,-146.5244598389
2924153.0000000000,-146.3796691895
2930893.2500000000,-145.9184722900
2937649.2500000000,-145.3475952148
2944420.7500000000,-145.2130737305
2951207.7500000000,-145.7626647949
2958013.7500000000,-146.3272552490
2964832.2500000000,-146.4989624023
2971666.2500000000,-146.6011047363
2978516.2500000000,-146.6960906982
2985382.0000000000,-146.7062072754
2992263.5000000000,-146.7033843994
2999164.2500000000,-146.7378845215
3006077.5000000000,-146.6865386963
3013006.7500000000,-146.7028350830
3019951.7500000000,-146.7137603760
3026913.0000000000,-146.7223052979
3033890.2500000000,-146.7311248779
3040883.7500000000,-146.7397308350
3047896.5000000000,-146.7472991943
3054922.0000000000,-146.7515258789
3061963.7500000000,-146.7517089844
3069022.0000000000,-146.7438354492
3076096.2500000000,-146.7327728271
3083186.7500000000,-146.7120513916
3090293.7500000000,-146.6902008057
3097420.5000000000,-146.6655731201
3104560.2500000000,-146.6436462402
3111716.5000000000,-146.6238708496
3118889.2500000000,-146.6149291992
3126078.5000000000,-146.6101684570
3133284.5000000000,-146.6182250977
3140510.2500000000,-146.6309204102
3147749.2500000000,-146.6490783691
3155005.2500000000,-146.6684265137
3162277.7500000000,-146.6876220703
3169567.0000000000,-146.7016448975
3176873.0000000000,-146.7117309570
3184196.0000000000,-146.7163391113
3191539.2500000000,-146.7147216797
3198896.0000000000,-146.7108306885
3206269.7500000000,-146.7050323486
3213660.2500000000,-146.7019195557
3221068.0000000000,-146.7022705078
3228492.7500000000,-146.7111206055
3235938.2500000000,-146.7235565186
3243397.2500000000,-146.7434692383
3250873.5000000000,-146.7642364502
3258367.0000000000,-146.7858581543
3265877.7500000000,-146.8025054932
3273406.0000000000,-146.8161315918
3280951.2500000000,-146.8229217529
3288517.7500000000,-146.8248596191
3296098.0000000000,-146.8239746094
3303695.7500000000,-146.8206329346
3311311.0000000000,-146.8184509277
3318944.0000000000,-146.8178710938
3326594.2500000000,-146.8205566406
3334262.2500000000,-146.8236541748
3341951.7500000000,-146.8257751465
3349655.2500000000,-146.8219604492
3357376.2500000000,-146.8141479492
3365115.2500000000,-146.7957305908
3372872.2500000000,-146.7758941650
3380646.7500000000,-146.7545318604
3388443.2500000000,-146.7417144775
3396253.7500000000,-146.7352752686
3404082.5000000000,-146.7393035889
3411929.0000000000,-146.7538909912
3419793.7500000000,-146.7726135254
3427676.7500000000,-146.7954864502
3435577.7500000000,-146.8169860840
3443500.7500000000,-146.8372039795
3451438.2500000000,-146.8533782959
3459394.0000000000,-146.8674774170
3467368.2500000000,-146.8800048828
3475360.7500000000,-146.8898010254
3483371.7500000000,-146.8962097168
3491405.0000000000,-146.8995513916
3499452.7500000000,-146.8932952881
3507519.2500000000,-146.8829345703
3515604.5000000000,-146.8685913086
3523708.2500000000,-146.8527526855
3531830.5000000000,-146.8379516602
3539971.7500000000,-146.8242340088
3548135.5000000000,-146.8078155518
3556314.2500000000,-146.7860260010
3564511.7500000000,-146.7587432861
3572728.2500000000,-146.7209777832
3580963.5000000000,-146.6844024658
3589218.0000000000,-146.6497039795
3597495.2500000000,-146.6328887939
3605787.7500000000,-146.6305389404
3614099.2500000000,-146.6408843994
3622430.0000000000,-146.6667022705
3630780.0000000000,-146.6925048828
3639149.2500000000,-146.7161102295
3647537.7500000000,-146.7292327881
3655949.5000000000,-146.7346191406
3664376.7500000000,-146.7377166748
3672823.5000000000,-146.7427825928
3681289.5000000000,-146.7586669922
3689775.2500000000,-146.7801971436
3698280.5000000000,-146.8070983887
3706805.2500000000,-146.8270263672
3715353.7500000000,-146.8364257813
3723918.0000000000,-146.8348388672
3732501.7500000000,-146.8181457520
3741105.5000000000,-146.8003234863
3749729.0000000000,-146.7850952148
3758372.5000000000,-146.7791900635
3767039.7500000000,-146.7858123779
3775723.2500000000,-146.7969360352
3784426.5000000000,-146.8106231689
3793149.7500000000,-146.8176116943
3801893.2500000000,-146.8203582764
3810657.0000000000,-146.8223266602
3819440.7500000000,-146.8298034668
3828249.0000000000,-146.8538360596
3837073.5000000000,-146.8846435547
3845918.2500000000,-146.9167022705
3854783.2500000000,-146.9122467041
3863668.7500000000,-146.8332977295
3872574.7500000000,-146.6799468994
3881505.7500000000,-146.4396057129
3890452.7500000000,-146.1402435303
3899420.5000000000,-145.8765106201
3908409.0000000000,-145.6776275635
3917418.2500000000,-145.6039733887
3926448.0000000000,-145.7020874023
3935498.7500000000,-145.9000549316
3944574.7500000000,-146.1743621826
3953667.2500000000,-146.4856262207
3962780.7500000000,-146.7478942871
3971915.2500000000,-146.9415588379
3981070.7500000000,-147.0583648682
