Type,FSWP-8
Version,3.01
Date,19.May 2026
VSupply,OFF
Mode,Voltage
17179.0898437500,-133.6465301514
17218.6875000000,-133.6465759277
17258.3789062500,-133.6466979980
17298.1601562500,-133.6468658447
17338.0332031250,-133.6468811035
17378.0000000000,-133.6469726563
17418.0761718750,-133.6470642090
17458.2265625000,-133.6471710205
17498.4687500000,-133.6386413574
17538.8027343750,-133.6381683350
17579.2324218750,-133.6376800537
17619.7519531250,-133.6338195801
17660.3867187500,-133.6336364746
17701.0957031250,-133.6336059570
17741.8984375000,-133.6315155029
17782.7949218750,-133.6308135986
17823.7851562500,-133.6228790283
17864.8691406250,-133.6221160889
17906.0488281250,-133.6200561523
17947.3437500000,-133.6153869629
17988.7148437500,-133.6000061035
18030.1796875000,-133.5838775635
18071.7402343750,-133.5735015869
18113.3964843750,-133.5690155029
18155.1484375000,-133.5683288574
18197.0175781250,-133.5528106689
18238.9628906250,-133.5529937744
18281.0058593750,-133.5530242920
18323.1445312500,-133.5685882568
18365.3808593750,-133.5694885254
18407.7148437500,-133.5742340088
18450.1445312500,-133.5846862793
18492.6953125000,-133.6008911133
18535.3222656250,-133.6164855957
18578.0468750000,-133.6234130859
18620.8710937500,-133.6242523193
18663.7929687500,-133.6242523193
18706.8144531250,-133.6242523193
18749.9355468750,-133.6242980957
18793.1757812500,-133.6324615479
18836.4941406250,-133.6335906982
18879.9140625000,-133.6347351074
18923.4335937500,-133.6359558105
18967.0546875000,-133.6400451660
19010.7734375000,-133.6407012939
19054.6171875000,-133.6412658691
19098.5390625000,-133.6556549072
19142.5625000000,-133.6579284668
19186.6875000000,-133.6734619141
19230.9140625000,-133.6734619141
19275.2421875000,-133.6734924316
19319.6738281250,-133.6766052246
19364.2285156250,-133.6779632568
19408.8632812500,-133.6796722412
19453.6015625000,-133.6812438965
19498.4433593750,-133.6812744141
19543.3886718750,-133.6856384277
19588.4375000000,-133.6869201660
19633.6132812500,-133.6874389648
19678.8691406250,-133.6882629395
19724.2304687500,-133.6906738281
19769.6972656250,-133.6956481934
19815.2675781250,-133.6956481934
19860.9433593750,-133.6956481934
19906.7226562500,-133.6979370117
19952.6328125000,-133.7015075684
19998.6250000000,-133.7096710205
20044.7226562500,-133.7101440430
20090.9277343750,-133.7150573730
20137.2382812500,-133.7151184082
20183.6562500000,-133.7102661133
20230.2031250000,-133.7102813721
20276.8339843750,-133.7103118896
20323.5742187500,-133.7106475830
20370.4218750000,-133.7155456543
20417.3769531250,-133.7223968506
20464.4394531250,-133.7233123779
20511.6113281250,-133.7233581543
20558.9160156250,-133.7233734131
20606.3046875000,-133.7233886719
20653.8046875000,-133.7234191895
20701.4121093750,-133.7234191895
20749.1308593750,-133.7234649658
20796.9589843750,-133.7235412598
20844.8984375000,-133.7235412598
20892.9687500000,-133.7291107178
20941.1289062500,-133.7310943604
20989.4003906250,-133.7475891113
21037.7812500000,-133.7518005371
21086.2753906250,-133.7565917969
21134.8808593750,-133.7628326416
21183.6210937500,-133.7738952637
21232.4511718750,-133.7748413086
21281.3945312500,-133.7757110596
21330.4492187500,-133.7810668945
21379.6171875000,-133.7816314697
21428.8984375000,-133.7857513428
21478.2929687500,-133.8020629883
21527.8261718750,-133.8080596924
21577.4492187500,-133.8153991699
21627.1875000000,-133.8212432861
21677.0390625000,-133.8228149414
21727.0058593750,-133.8265991211
21777.0878906250,-133.8277587891
21827.3105468750,-133.8277893066
21877.6230468750,-133.8278350830
21928.0527343750,-133.8278350830
21978.5996093750,-133.8279266357
22029.2617187500,-133.8268432617
22080.0410156250,-133.8230895996
22130.9355468750,-133.8215637207
22181.9746093750,-133.8215789795
22233.1054687500,-133.8215942383
22284.3535156250,-133.8217620850
22335.7207031250,-133.8219299316
22387.2070312500,-133.8219604492
22438.8105468750,-133.8219604492
22490.5585937500,-133.8220062256
22542.4003906250,-133.8235473633
22594.3632812500,-133.8273315430
22646.4433593750,-133.8377227783
22698.6464843750,-133.8468780518
22750.9667968750,-133.8553161621
22803.4101562500,-133.8583831787
22855.9980468750,-133.8469085693
22908.6835937500,-133.8377990723
22961.4902343750,-133.8378448486
23014.4179687500,-133.8469848633
23067.4667968750,-133.8584747314
23120.6386718750,-133.8592376709
23173.9335937500,-133.8592834473
23227.3769531250,-133.8593139648
23280.9179687500,-133.8593292236
23334.5820312500,-133.8594665527
23388.3710937500,-133.8594665527
23442.2812500000,-133.8595275879
23496.3183593750,-133.8596191406
23550.5039062500,-133.8596954346
23604.7910156250,-133.8598022461
23659.2011718750,-133.8590850830
23713.7363281250,-133.8476104736
23768.3984375000,-133.8476257324
23823.1875000000,-133.8477172852
23878.1015625000,-133.8477935791
23933.1679687500,-133.8477935791
23988.3359375000,-133.8245697021
24043.6308593750,-133.8230438232
24099.0527343750,-133.8099060059
24154.6035156250,-133.8027343750
24210.2812500000,-133.8027496338
24266.1132812500,-133.8230590820
24322.0488281250,-133.8246002197
24378.1132812500,-133.8593750000
24434.3066406250,-133.8594360352
24490.6289062500,-133.8594512939
24547.0820312500,-133.8247375488
24603.6640625000,-133.8232269287
24660.4042968750,-133.8107147217
24717.2480468750,-133.8107452393
24774.2226562500,-133.8248138428
24831.3300781250,-133.8595581055
24888.5683593750,-133.8595733643
24945.9375000000,-133.8595733643
25003.4394531250,-133.8108825684
25061.1015625000,-133.8031158447
25118.8691406250,-133.8003997803
25176.7714843750,-133.7947235107
25234.8046875000,-133.7942352295
25292.9726562500,-133.7808380127
25351.2753906250,-133.7797241211
25409.7402343750,-133.7710571289
25468.3105468750,-133.7406768799
25527.0175781250,-133.7407531738
25585.8593750000,-133.7408142090
25644.8359375000,-133.7408447266
25703.9492187500,-133.7408599854
25763.1972656250,-133.7408752441
25822.6132812500,-133.7408752441
25882.1347656250,-133.7408752441
25941.7949218750,-133.7409362793
26001.5937500000,-133.7409362793
26061.5292968750,-133.7074279785
26121.6015625000,-133.7074432373
26181.8437500000,-133.7074584961
26242.1953125000,-133.7074890137
26302.6835937500,-133.7074890137
26363.3144531250,-133.7075042725
26424.0839843750,-133.7075042725
26484.9921875000,-133.7075042725
26546.0429687500,-133.7075195313
26607.2617187500,-133.7072906494
26668.5937500000,-133.7044677734
26730.0664062500,-133.7044830322
26791.6816406250,-133.7045593262
26853.4375000000,-133.7045898438
26915.3378906250,-133.7046051025
26977.4082031250,-133.7046203613
27039.5937500000,-133.7046508789
27101.9218750000,-133.6930236816
27164.3945312500,-133.6930389404
27227.0097656250,-133.6930694580
27289.7695312500,-133.6930694580
27352.6738281250,-133.6930694580
27415.7539062500,-133.6716308594
27478.9492187500,-133.6646118164
27542.2910156250,-133.6566467285
27605.7773437500,-133.6566619873
27669.4101562500,-133.6567230225
27733.1914062500,-133.6567382813
27797.1171875000,-133.6567382813
27861.2226562500,-133.6567382813
27925.4453125000,-133.6500701904
27989.8144531250,-133.6500701904
28054.3339843750,-133.6500701904
28119.0000000000,-133.6500701904
28183.8164062500,-133.6147460938
28248.8144531250,-133.6147766113
28313.9296875000,-133.6147766113
28379.1953125000,-133.6147918701
28444.6113281250,-133.6148071289
28510.1777343750,-133.6148223877
28575.8964843750,-133.6148223877
28641.7656250000,-133.6148223877
28707.8183593750,-133.6148223877
28773.9921875000,-133.6148376465
28840.3183593750,-133.6148376465
28906.7968750000,-133.6148376465
28973.4296875000,-133.6148529053
29040.2148437500,-133.6148681641
29107.1855468750,-133.5998535156
29174.2812500000,-133.5570526123
29241.5292968750,-133.5570526123
29308.9335937500,-133.5570678711
29376.4921875000,-133.5570678711
29444.2070312500,-133.5570678711
29512.0781250000,-133.5570831299
29580.1386718750,-133.5570983887
29648.3222656250,-133.5570983887
29716.6640625000,-133.5570983887
29785.1621093750,-133.5570983887
29853.8203125000,-133.5570983887
29922.6347656250,-133.5570983887
29991.6406250000,-133.5570983887
30060.7734375000,-133.5571746826
30130.0664062500,-133.5571899414
30199.5175781250,-133.5571899414
30269.1308593750,-133.5571899414
30338.9023437500,-133.5572357178
30408.8359375000,-133.5572509766
30478.9648437500,-133.5572509766
30549.2207031250,-133.5572662354
30619.6386718750,-133.5572662354
30690.2187500000,-133.5475616455
30760.9628906250,-133.5475463867
30831.8691406250,-133.5289306641
30902.9375000000,-133.5175170898
30974.2050781250,-133.4331665039
31045.6035156250,-133.4318847656
31117.1660156250,-133.4318847656
31188.8925781250,-133.4318847656
31260.7851562500,-133.4318847656
31332.8437500000,-133.4319152832
31405.1035156250,-133.4319458008
31477.4941406250,-133.4302978516
31550.0507812500,-133.3838806152
31622.7773437500,-133.3652038574
31695.6699218750,-133.3621063232
31768.7304687500,-133.3463897705
31841.9589843750,-133.3437805176
31915.3925781250,-133.3303985596
31988.9589843750,-133.3247222900
32062.6972656250,-133.3226928711
32136.6035156250,-133.3161773682
32210.6796875000,-133.3161773682
32284.9277343750,-133.3161773682
32359.3828125000,-133.3162231445
32433.9726562500,-133.3162231445
32508.7363281250,-133.3162231445
32583.6718750000,-133.3162689209
32658.7792968750,-133.3162841797
32734.0585937500,-133.3163146973
32809.5156250000,-133.3163299561
32885.1796875000,-133.3163299561
32960.9804687500,-133.3163604736
33036.9570312500,-133.3163604736
33113.1093750000,-133.3163757324
33189.4375000000,-133.3163757324
33265.9414062500,-133.3164062500
33342.6250000000,-133.3164062500
33419.5156250000,-133.3164520264
33496.5507812500,-133.3164672852
33573.7617187500,-133.3164672852
33651.1523437500,-133.3164672852
33728.7226562500,-133.3164825439
33806.4687500000,-133.3164825439
33884.4335937500,-133.3164825439
33962.5390625000,-133.3164978027
34040.8242187500,-133.3251190186
34119.2890625000,-133.3308563232
34197.9375000000,-133.3308715820
34276.7656250000,-133.3308868408
34355.7773437500,-133.4325256348
34435.0078125000,-133.4890747070
34514.3828125000,-133.5038604736
34593.9414062500,-133.5106506348
34673.6835937500,-133.5165710449
34753.6054687500,-133.5297698975
34833.7187500000,-133.5536193848
34914.0507812500,-133.5558776855
34994.5273437500,-133.6185913086
35075.1953125000,-133.6190338135
35156.0429687500,-133.6217498779
35237.0820312500,-133.6228179932
35318.3046875000,-133.6228332520
35399.7148437500,-133.6228332520
35481.3554687500,-133.6217803955
35563.1406250000,-133.6186370850
35645.1171875000,-133.5713806152
35727.2812500000,-133.5559692383
35809.6367187500,-133.5537414551
35892.1796875000,-133.5166931152
35974.9531250000,-133.5108032227
36057.8789062500,-133.5040740967
36140.9921875000,-133.5040893555
36224.3007812500,-133.5040893555
36307.8007812500,-133.5040893555
36391.4921875000,-133.5041046143
36475.3789062500,-133.5041198730
36559.4960937500,-133.5041198730
36643.7695312500,-133.5041198730
36728.2343750000,-133.5041198730
36812.8945312500,-133.5041198730
36897.7539062500,-133.5108642578
36982.8046875000,-133.5167388916
37068.0507812500,-133.5537872314
37153.5390625000,-133.5560302734
37239.1796875000,-133.5647888184
37325.0195312500,-133.5714721680
37411.0546875000,-133.6218872070
37497.2890625000,-133.6218872070
37583.7226562500,-133.6140136719
37670.3984375000,-133.5908355713
37757.2304687500,-133.5908508301
37844.2656250000,-133.5908508301
37931.5000000000,-133.6140289307
38018.9335937500,-133.6219177246
38106.5703125000,-133.6229858398
38194.4062500000,-133.6285552979
38282.4921875000,-133.6371002197
38370.7343750000,-133.6684112549
38459.1796875000,-133.6761627197
38547.8320312500,-133.6884155273
38636.6875000000,-133.7007598877
38725.7500000000,-133.7078247070
38815.0585937500,-133.7205200195
38904.5273437500,-133.7246551514
38994.2070312500,-133.7357025146
39084.0898437500,-133.7449951172
39174.1835937500,-133.7487182617
39264.4804687500,-133.7597045898
39354.9882812500,-133.7672729492
39445.7460937500,-133.7672729492
39536.6718750000,-133.7672882080
39627.8085937500,-133.7672882080
39719.1523437500,-133.7673187256
39810.7070312500,-133.7673187256
39902.4765625000,-133.7673492432
39994.4960937500,-133.7673797607
40086.6875000000,-133.7673797607
40179.0898437500,-133.7673797607
40271.7070312500,-133.7673950195
40364.5351562500,-133.7674102783
40457.5781250000,-133.7674102783
40550.8359375000,-133.7674102783
40644.3515625000,-133.7674255371
40738.0390625000,-133.7674255371
40831.9453125000,-133.7674255371
40926.0664062500,-133.7674407959
41020.4023437500,-133.7674407959
41114.9570312500,-133.7674560547
41209.7304687500,-133.7689819336
41304.7656250000,-133.8059082031
41399.9765625000,-133.8158111572
41495.4062500000,-133.8222198486
41591.0585937500,-133.8404693604
41686.9257812500,-133.8467102051
41783.0195312500,-133.8624267578
41879.3789062500,-133.8710632324
41975.9140625000,-133.8828430176
42072.6679687500,-133.8876647949
42169.6484375000,-133.8895874023
42266.8554687500,-133.9144439697
42364.2812500000,-133.9162597656
42461.9335937500,-133.9755859375
42559.8593750000,-134.0102691650
42657.9648437500,-134.0102691650
42756.2929687500,-134.0102844238
42854.8476562500,-134.0102844238
42953.6328125000,-134.0102996826
43052.6445312500,-134.0102996826
43151.9296875000,-134.0200653076
43251.3984375000,-134.0242004395
43351.0976562500,-134.0290527344
43451.0234375000,-134.0292663574
43551.1796875000,-134.0560913086
43651.5703125000,-134.0785369873
43752.1914062500,-134.0816040039
43853.0898437500,-134.0856628418
43954.1757812500,-134.0934906006
44055.4921875000,-134.0964965820
44157.0429687500,-134.1023406982
44258.8281250000,-134.1179351807
44360.8476562500,-134.1215820313
44463.1015625000,-134.1232910156
44565.6406250000,-134.1470184326
44668.3671875000,-134.1554565430
44771.3320312500,-134.1654510498
44874.5351562500,-134.1654510498
44977.9726562500,-134.1654510498
45081.6484375000,-134.1654510498
45185.6171875000,-134.1654510498
45289.7734375000,-134.1654510498
45394.1679687500,-134.1654510498
45498.8046875000,-134.1654510498
45603.6835937500,-134.1654510498
45708.8046875000,-134.1654510498
45814.1640625000,-134.1654663086
45919.8203125000,-134.1654663086
46025.6679687500,-134.1654815674
46131.7617187500,-134.1654815674
46238.0976562500,-134.1654968262
46344.6796875000,-134.1732940674
46451.5078125000,-134.1761169434
46558.6328125000,-134.1774902344
46665.9531250000,-134.1784057617
46773.5234375000,-134.1811981201
46881.3398437500,-134.1831512451
46989.4023437500,-134.1831512451
47097.7187500000,-134.1831512451
47206.2812500000,-134.1831665039
47315.1484375000,-134.1831665039
47424.2109375000,-134.1831665039
47533.5273437500,-134.1831665039
47643.0976562500,-134.1918640137
47752.9179687500,-134.1931610107
47862.9921875000,-134.1998291016
47973.3710937500,-134.2002563477
48083.9531250000,-134.2005615234
48194.7890625000,-134.2045440674
48305.8828125000,-134.2045593262
48417.2304687500,-134.2045593262
48528.8359375000,-134.2045745850
48640.6992187500,-134.2045745850
48752.8710937500,-134.2045745850
48865.2500000000,-134.2045745850
48977.8867187500,-134.2045898438
49090.7851562500,-134.2045898438
49203.9453125000,-134.2046051025
49317.3632812500,-134.2046051025
49431.0429687500,-134.2006225586
49545.0390625000,-134.2003173828
49659.2421875000,-134.1932373047
49773.7109375000,-134.1932373047
49888.4453125000,-134.1932373047
50003.4414062500,-134.1932373047
50118.7031250000,-134.1932373047
50234.2851562500,-134.1932373047
50350.0781250000,-134.1932373047
50466.1367187500,-134.2006225586
50582.4648437500,-134.2046051025
50699.0625000000,-134.2046051025
50815.9257812500,-134.2046051025
50933.0625000000,-134.2288665771
51050.5234375000,-134.2310180664
51168.1953125000,-134.2310180664
51286.1445312500,-134.2310333252
51404.3593750000,-134.2310333252
51522.8515625000,-134.2310333252
51641.6171875000,-134.2310333252
51760.7109375000,-134.2310333252
51880.0234375000,-134.2310333252
51999.6093750000,-134.2310485840
52119.4726562500,-134.2310485840
52239.6093750000,-134.2310485840
52360.0273437500,-134.2310485840
52480.7187500000,-134.2046356201
52601.7500000000,-134.1832885742
52723.0000000000,-134.1772918701
52844.5312500000,-134.1759033203
52966.3398437500,-134.1694641113
53088.4335937500,-134.1629180908
53210.8046875000,-134.1616516113
53333.5195312500,-134.1595764160
53456.4570312500,-134.1514434814
53579.6757812500,-134.1368255615
53703.1835937500,-134.1368255615
53826.9726562500,-134.1310424805
53951.0468750000,-134.1143493652
54075.4062500000,-134.1143493652
54200.1132812500,-134.1143646240
54325.0507812500,-134.1310577393
54450.2734375000,-134.1368713379
54575.7851562500,-134.1411437988
54701.5859375000,-134.1515045166
54827.6757812500,-134.1596527100
54954.0585937500,-134.1617126465
55080.7929687500,-134.1629943848
55207.7578125000,-134.1695556641
55335.0156250000,-134.1759948730
55462.5664062500,-134.1774139404
55590.4101562500,-134.1833953857
55718.5507812500,-134.1992645264
55847.0468750000,-134.2048034668
55975.7773437500,-134.1992950439
56104.8085937500,-134.1775817871
56234.1328125000,-134.1774597168
56363.7578125000,-134.1760711670
56493.6796875000,-134.1696319580
56623.9023437500,-134.1630859375
56754.4843750000,-134.1618194580
56885.3085937500,-134.1597595215
57016.4335937500,-134.1597595215
57147.8593750000,-134.1597595215
57279.5898437500,-134.1597747803
57411.6210937500,-134.1597747803
57544.0234375000,-134.1597900391
57676.6679687500,-134.1597900391
57809.6171875000,-134.1597900391
57942.8710937500,-134.1598052979
58076.4335937500,-134.1598052979
58210.3046875000,-134.1598052979
58344.4843750000,-134.1598052979
58479.0351562500,-134.1598052979
58613.8320312500,-134.1631469727
58748.9414062500,-134.1775207520
58884.3632812500,-134.1776885986
59020.0937500000,-134.1994018555
59156.1406250000,-134.2313232422
59292.5000000000,-134.2422180176
59429.2382812500,-134.2702178955
59566.2265625000,-134.2709655762
59703.5312500000,-134.2845764160
59841.1523437500,-134.2845764160
59979.0898437500,-134.2845764160
60117.3476562500,-134.2709655762
60255.9882812500,-134.2702331543
60394.8828125000,-134.2598114014
60534.0976562500,-134.2422332764
60673.6328125000,-134.2119140625
60813.4882812500,-134.1994476318
60953.6679687500,-134.1931457520
61094.1718750000,-134.1777343750
61235.0625000000,-134.1777343750
61376.2148437500,-134.1777343750
61517.6914062500,-134.1777343750
61659.4960937500,-134.1896209717
61801.6250000000,-134.1931762695
61944.0820312500,-134.1994781494
62086.9335937500,-134.2119445801
62230.0507812500,-134.2422790527
62373.4960937500,-134.2598724365
62517.2695312500,-134.2703094482
62661.3750000000,-134.2710571289
62805.8164062500,-134.2846527100
62950.5859375000,-134.2860717773
63095.7617187500,-134.2918243408
63241.2031250000,-134.3068847656
63386.9765625000,-134.3129882813
63533.0898437500,-134.3227691650
63679.5390625000,-134.3227844238
63826.3242187500,-134.3227844238
63973.5195312500,-134.3227844238
64120.9804687500,-134.3227844238
64268.7851562500,-134.3227844238
64416.9296875000,-134.3341674805
64565.4140625000,-134.3368072510
64714.2421875000,-134.3460235596
64863.4140625000,-134.3548278809
65013.0000000000,-134.3741455078
65162.8593750000,-134.3762359619
65313.0625000000,-134.3762359619
65463.6132812500,-134.3762512207
65614.5156250000,-134.3768615723
65765.7578125000,-134.3780212402
65917.3515625000,-134.3946838379
66069.3671875000,-134.3946990967
66221.6640625000,-134.3768920898
66374.3125000000,-134.3762817383
66527.3125000000,-134.3460845947
66680.6562500000,-134.3411407471
66834.3593750000,-134.3372497559
66988.4921875000,-134.3368835449
67142.9062500000,-134.3347625732
67297.6796875000,-134.3347778320
67452.8046875000,-134.3347778320
67608.2890625000,-134.3348083496
67764.1250000000,-134.3369140625
67920.3281250000,-134.3372955322
68076.9609375000,-134.3411865234
68233.8906250000,-134.3461456299
68391.1718750000,-134.3757324219
68548.8203125000,-134.3769531250
68706.8281250000,-134.3838653564
68865.2031250000,-134.3838653564
69024.0156250000,-134.3838653564
69183.1250000000,-134.3838653564
69342.5937500000,-134.3838653564
69502.4296875000,-134.3838806152
69662.6406250000,-134.3838806152
69823.2187500000,-134.3838806152
69984.1640625000,-134.3869323730
70145.5625000000,-134.3909454346
70307.2500000000,-134.3948059082
70469.3125000000,-134.3954772949
70631.7500000000,-134.3954772949
70794.5625000000,-134.3948059082
70957.7500000000,-134.3948211670
71121.3906250000,-134.3948211670
71285.3281250000,-134.3948211670
71449.6484375000,-134.3909606934
71614.3437500000,-134.3869628906
71779.4218750000,-134.3839111328
71944.8750000000,-134.3757781982
72110.7187500000,-134.3757781982
72277.0156250000,-134.3757781982
72443.6171875000,-134.3757781982
72610.6093750000,-134.3797149658
72777.9765625000,-134.3797149658
72945.7343750000,-134.3797149658
73113.8828125000,-134.3797149658
73282.4140625000,-134.3797149658
73451.4140625000,-134.3839263916
73620.7265625000,-134.3869781494
73790.4296875000,-134.3909912109
73960.5234375000,-134.3948516846
74131.0078125000,-134.3955230713
74301.8828125000,-134.3958892822
74473.2343750000,-134.3962402344
74644.8984375000,-134.3975219727
74816.9609375000,-134.3975219727
74989.4218750000,-134.3975372314
75162.2734375000,-134.3975524902
75335.5312500000,-134.3975524902
75509.1875000000,-134.3975524902
75683.3203125000,-134.3975524902
75857.7812500000,-134.3975677490
76032.6328125000,-134.3975677490
76207.8984375000,-134.3975677490
76383.5625000000,-134.3975677490
76559.6328125000,-134.3975677490
76736.1875000000,-134.4093475342
76913.0703125000,-134.4095153809
77090.3593750000,-134.4145050049
77268.0625000000,-134.4154663086
77446.1718750000,-134.4166717529
77624.6875000000,-134.4270629883
77803.6171875000,-134.4308776855
77983.0468750000,-134.4369659424
78162.8046875000,-134.4369659424
78342.9765625000,-134.4369659424
78523.5625000000,-134.4388732910
78704.5625000000,-134.4388732910
78885.9843750000,-134.4388732910
79067.8203125000,-134.4388732910
79250.1640625000,-134.4369659424
79432.8437500000,-134.4369659424
79615.9375000000,-134.4369659424
79799.4609375000,-134.4369659424
79983.4062500000,-134.4369659424
80167.7734375000,-134.4369812012
80352.6484375000,-134.4369812012
80537.8671875000,-134.4369812012
80723.5156250000,-134.4369812012
80909.5859375000,-134.4369812012
81096.0937500000,-134.4369812012
81283.0234375000,-134.4369812012
81470.3828125000,-134.4369812012
81658.2734375000,-134.4389038086
81846.5000000000,-134.4581756592
82035.1640625000,-134.4581756592
82224.2578125000,-134.4581756592
82413.7890625000,-134.4581756592
82603.7578125000,-134.4581756592
82794.2578125000,-134.4389038086
82985.1015625000,-134.4270935059
83176.3906250000,-134.4095458984
83368.1171875000,-134.3963317871
83560.2890625000,-134.3959655762
83752.8984375000,-134.3926849365
83945.9609375000,-134.3926849365
84139.5546875000,-134.3808898926
84333.5000000000,-134.3797912598
84527.8906250000,-134.3764038086
84722.7343750000,-134.3689270020
84918.0312500000,-134.3643798828
85113.7734375000,-134.3643798828
85310.0546875000,-134.3643798828
85506.7031250000,-134.3441925049
85703.8046875000,-134.3350219727
85901.3515625000,-134.3303527832
86099.3671875000,-134.2961425781
86297.8281250000,-134.2961425781
86496.7500000000,-134.2961425781
86696.2265625000,-134.2961425781
86896.0703125000,-134.2961273193
87096.3671875000,-134.2961273193
87297.1328125000,-134.2928466797
87498.3593750000,-134.1884002686
87700.0468750000,-134.1761322021
87902.2031250000,-134.1723480225
88104.9218750000,-134.1656341553
88308.0078125000,-134.1512908936
88511.5703125000,-134.1499023438
88715.5937500000,-134.1255340576
88920.0859375000,-134.0950775146
89125.0546875000,-134.0950469971
89330.5937500000,-134.0950164795
89536.5078125000,-134.0950164795
89742.8906250000,-134.0950012207
89949.7578125000,-134.0950012207
90157.1015625000,-134.0950012207
90364.9140625000,-134.0950012207
90573.2109375000,-134.0950012207
90782.0937500000,-134.0950012207
90991.3515625000,-134.0950012207
91201.0937500000,-134.0949859619
91411.3203125000,-134.0949859619
91622.0234375000,-134.0949859619
91833.2187500000,-134.0949859619
92045.0078125000,-134.0949859619
92257.1718750000,-134.0949859619
92469.8359375000,-134.0949859619
92682.9843750000,-134.0949859619
92896.6250000000,-134.0949859619
93110.7578125000,-134.0949859619
93325.3828125000,-134.0949859619
93540.6093750000,-134.0949859619
93756.2265625000,-134.0949859619
93972.3437500000,-134.0949859619
94188.9531250000,-134.0949859619
94406.0703125000,-134.0949859619
94623.6796875000,-134.0949859619
94841.8984375000,-134.0949859619
95060.5156250000,-134.1254425049
95279.6328125000,-134.1488342285
95499.2656250000,-134.1498107910
95719.3984375000,-134.1511840820
95940.0390625000,-134.1655273438
96161.1875000000,-134.1722412109
96382.9453125000,-134.1722412109
96605.1171875000,-134.1722412109
96827.7968750000,-134.1882934570
97050.9921875000,-134.2097625732
97274.7031250000,-134.2271881104
97498.9296875000,-134.2405090332
97723.6718750000,-134.2954559326
97949.0390625000,-134.3184051514
98174.8203125000,-134.3184051514
98401.1171875000,-134.3184051514
98627.9375000000,-134.3184204102
98855.2812500000,-134.3184204102
99083.1484375000,-134.3327941895
99311.6562500000,-134.3345947266
99540.5781250000,-134.3378295898
99770.0234375000,-134.3471069336
100000.0000000000,-134.3594207764
100230.5078125000,-134.3594360352
100461.5468750000,-134.3594512939
100693.1171875000,-134.3594665527
100925.3359375000,-134.3725280762
101157.9687500000,-134.3777923584
101391.1484375000,-134.3906555176
101624.8593750000,-134.3959350586
101859.1171875000,-134.4150390625
102093.9062500000,-134.4200439453
102329.3515625000,-134.4274291992
102565.2265625000,-134.4282684326
102801.6484375000,-134.4377746582
103038.6171875000,-134.4471130371
103276.1250000000,-134.4553527832
103514.1875000000,-134.4584197998
103752.7890625000,-134.4584503174
103992.0625000000,-134.4584503174
104231.7734375000,-134.4584503174
104472.0312500000,-134.4584503174
104712.8515625000,-134.4584503174
104954.2187500000,-134.4584503174
105196.1484375000,-134.4584503174
105438.6328125000,-134.4584503174
105681.7890625000,-134.4584503174
105925.3984375000,-134.4584503174
106169.5625000000,-134.4584503174
106414.2890625000,-134.4584503174
106659.5859375000,-134.4595031738
106905.4375000000,-134.4609375000
107151.9843750000,-134.4614868164
107398.9765625000,-134.4635467529
107646.5390625000,-134.4673614502
107894.6718750000,-134.4673614502
108143.3750000000,-134.4673614502
108392.6562500000,-134.4673767090
108642.5078125000,-134.4673767090
108893.0546875000,-134.4673767090
109144.0625000000,-134.4673767090
109395.6484375000,-134.4635620117
109647.8125000000,-134.4631042480
109900.5546875000,-134.4631042480
110153.8828125000,-134.4631042480
110407.9218750000,-134.4631042480
110662.4140625000,-134.4635925293
110917.5000000000,-134.4674072266
111173.1718750000,-134.4676055908
111429.4375000000,-134.4676055908
111686.2890625000,-134.4676055908
111943.7343750000,-134.4676055908
112201.8984375000,-134.4676055908
112460.5312500000,-134.4676055908
112719.7578125000,-134.4676055908
112979.5859375000,-134.4675903320
113240.0078125000,-134.4675903320
113501.0390625000,-134.4675903320
113762.7890625000,-134.4675903320
114025.0234375000,-134.4675903320
114287.8593750000,-134.4675750732
114551.2968750000,-134.4671478271
114815.3437500000,-134.4635314941
115080.0078125000,-134.4630584717
115345.2734375000,-134.4609222412
115611.2812500000,-134.4594573975
115877.7734375000,-134.4584197998
116144.8750000000,-134.4584045410
116412.6015625000,-134.4553527832
116680.9375000000,-134.4479980469
116949.8984375000,-134.4471130371
117219.4765625000,-134.4394073486
117489.8046875000,-134.4377746582
117760.6250000000,-134.4377746582
118032.0703125000,-134.4377746582
118304.1406250000,-134.4377746582
118576.8437500000,-134.4377746582
118850.1718750000,-134.4282836914
119124.2578125000,-134.4274597168
119398.8515625000,-134.4262847900
119674.0703125000,-134.4245300293
119949.9296875000,-134.4232940674
120226.4218750000,-134.4232940674
120503.5546875000,-134.4233093262
120781.3203125000,-134.4233093262
121059.8671875000,-134.4233245850
121338.9140625000,-134.4233245850
121618.6093750000,-134.4233245850
121898.9531250000,-134.4233245850
122179.9375000000,-134.4233245850
122461.5703125000,-134.4169464111
122743.9843750000,-134.3990936279
123026.9218750000,-134.3985595703
123310.5078125000,-134.3897094727
123594.7421875000,-134.3806610107
123879.6406250000,-134.3714599609
124165.1953125000,-134.3598785400
124451.3984375000,-134.3597259521
124738.4062500000,-134.3589630127
125025.9375000000,-134.3431396484
125314.1328125000,-134.3421936035
125602.9921875000,-134.3406372070
125892.5156250000,-134.3339233398
126182.7031250000,-134.3339233398
126473.7031250000,-134.3401336670
126765.2343750000,-134.3406524658
127057.4375000000,-134.3422088623
127350.3125000000,-134.3431396484
127643.8671875000,-134.3589630127
